,content,,,,,,,,
2408,수미와새엄마,,,,,,,,
2409,한마디로 임수정이 OOO였던건가요?,,,,,,,,
2410,재미없다,,,,,,,,
2411,중간부터 봤는데 몬소린지 하나도 모르겠다..느낌은 별로,,,,,,,,
2412,역시 영상과 음향만 좋다고 해서 다 좋은영화는 아니다,,,,,,,,
2413,반전이라,,,,,,,,
2414,영상에만 힘쓴 영화.비디오맨에게는 형편없는 작품.,,,,,,,,
2415,반전만 안했더라도....,,,,,,,,
2416,하하   정말 무섭네요,,,,,,,,
2417,자고 가는데,,,,,,,,
2418,ㅡ.ㅡ 별로 안 무섭다 디게 무섭다디만..,,,,,,,,
2419,영상과,,,,,,,,
2420,무서운 영화 잘 못봐서 못보다가 OOO 지난 지금 30대 후반이 되어서야 봤네요.이런내용인줄 모르고 여고괴담 같은건줄 알았어요.식스센스를 능가하는 영화네요. 지금 나왔으면 오스카 ㄱㄱ 염정아님 연기 정말 쩔어요!!아...,,,,,,,,
2421,공포영화의 수작.ㅡㅡㅡ,,,,,,,,
2422,엄청나게 긴장돼고 공포스럽다. 잘만들었다.  근데 ...좀내용이 조금 복잡하다..,,,,,,,,
2423,어떻게 이 영화가 12세일까?,,,,,,,,
2424,임수정 핵존예에 스토리 영상미 카메라기법등 내인생 공포영화원탑,,,,,,,,
2425,씽크대 귀신 보고 오금이 지렸던 기억이 생생하다... 왠만하면 속으로 놀래고 말지만 너무 놀래서 나도 모르게 소리질름..,,,,,,,,
2426,아름다우면서도 잔잔한 슬픈 공포..,,,,,,,,
2427,인간의 바닥을 드러내게 만드는 죄의식,,,,,,,,
2428,한국 공포영화의 최정점에 올라있는 작품. 미술이나 음악은 말할 것도 없이 황홀했으며,,,,,,,,
2429,레전드 오브 레전드 명화,,,,,,,,
2430,2018 년에도 뒤쳐지지않는 스토리라죠... 캐스팅도 너무 잘햇고 이번년도에도 생각나서 보러왓는데 역시 반전...볼수록 소름돋고 무서움..,,,,,,,,
2431,임수정이 고개를 돌리는 장면은 14년이 지난 지금도 생각난다.,,,,,,,,
2432,김지운감독은공포영화도아름답게만든다..,,,,,,,,
2433,개인적인 취향으로 전 세계적으로도 공포 영화중에서는 가장 수작이라고 생각하는 작품. 엔틱,,,,,,,,
2434,대사를 달달 외울정도로 봄,,,,,,,,
2435,소름끼치는 슬픔을 형언 할 수 없다.,,,,,,,,
2436,임수정도 연기 잘하는구만 여자들 괜히 임수정 저때 어리고 이쁘니깐 연기 잘해도 암말 없네 나이많은 염정아만 빨아대고 ㅋ,,,,,,,,
2437,슬프다..애잔하니 가슴에 남는다,,,,,,,,
2438,아련한.. 공포영화....,,,,,,,,
2439,이 영화 디아더스 베꼈다...즤믜랄..식스센스->디아더스->장화홍련,,,,,,,,
2440,잊혀지지 않는다 공포영화중엔 탑,,,,,,,,
2441,곤지암을 장화홍련에 들이민다고?기가막힌다 진짜..뭐 상대가 되나,,,,,,,,
2442,최고라고밖에 할말이 없다,,,,,,,,
2443,영화 내용이 너무 어렵다...우리 나라  공포 영화 중에 가장 성공한게 신기할 정도. 공포 영화를 보는데 이렇게까지 긴 리뷰를 읽어야만 이해할 수 있는 작품은 그닥이다.,,,,,,,,
2444,좋아하는 배우들 다 나오지만 영화 너무 개판인듯 ㅠ.ㅠ,,,,,,,,
2445,솔직히 사람들이 이영화 왜 자꾸 띄워주는지 모르겠다.알고보면졸작인데,,,,,,,,
2446,정말 최고네요요즘은 왜 여자가 중심인 영화가 안나오는건지ㅠㅠ,,,,,,,,
2447,,,,,,,,,
2448,내 인생 최고의 영화 구성 ost 뭐하나 빠지는게 없다. 아름다우면서 슬픈 공포영화,,,,,,,,
2449,2003년은 한국 영화 르네상스 해,,,,,,,,
2450,퍄.. 한국공포영화중 볼만하다는 알포인트 기담 불신지옥 다봤지만 장화홍련은 못넘는다..  영상미 스토리 반전 심지어 최고의ost까지..,,,,,,,,
2451,스토리도 훌륭,,,,,,,,
2452,다시 봐도 명작,,,,,,,,
2453,내 인생 영화 ost 를 창조했고 영화 미쟝센이 진짜....말이 필요없다,,,,,,,,
2454,정말,,,,,,,,
2455,말이 필요없다. 한국 공포영화중에서 유일하게 인정하는  영화 지금봐도 새로울 정도. 문근영 팬이라면 봐도봐도 좋다. 정말 잘 만든 대표적인 공포물이다.,,,,,,,,
2456,고1때본영화진짜마지막에 임수정이 집밖을 나서면서나오는 돌이킬수없는걸음 나올때 먼가짠햇다14년이지나도  생각나는영화,,,,,,,,
2457,이건 공포영화라고 하기엔 모든게 슬프고 아름답다.돌이킬 수 없는 걸음을 다시 돌이켜서 수연이를 구해주고 싶다. 슬프다,,,,,,,,
2458,내 인생공포작 최고 고전,,,,,,,,
2459,비슷한 영화를 많이 봤다면..,,,,,,,,
2460,무섭진않지만 여운이 많이남고 역대급 영화에든다!,,,,,,,,
2461,관객들 우롱합니까? 그리고 이사좀 갑시다.,,,,,,,,
2462,배보다 배꼽이 더 큰 영화,,,,,,,,
2463,극장에서괸히돈주고봄영화그때주온볼껄.;,,,,,,,,
2464,문근영은 좋지만 영화는 쓰레기,,,,,,,,
2465,...한국공포영화의 한계,,,,,,,,
2466,공포는.. 무서워야 공포다. 공포란 뜻을 이해하지 못하고 있다.,,,,,,,,
2467,돈을 벌기 위해 충혈된 핏기 가득한 눈은 이 영화가 주는 유일한 공포다,,,,,,,,
2468,이거 볼곳없어서 못보고있는데 어디서 사서보나요 다들?ㅠㅠㅠ,,,,,,,,
2469,기담이랑 장화홍련은 걸작인 듯...근데 기담도 너무 아름답고 슬픈데 아직도 반도 제대로 못봤다는 너무 무서워서 조금씩 보다가 포기..그에 반해 장화홍련은 적당히 꽤 무섭고 재미있고 아름다움,,,,,,,,
2470,나중에는 내가 뭘 무서워했는지 모르겠고 첨부터 끝까지 계속 무서워요ㅠ 스토리 연출기법 배우들 연기 음악 모두 만점입니다 끝까지 소름끼침.. 폰트만 빼고 세련되고 우아한 공포영화입니다 최근 한국 공포영화 까지 합해서 ...,,,,,,,,
2471,소름돋는 연출력이지만,,,,,,,,
2472,이건...최고다.고등학생때 보고 지금 애낳고 30대가 되어서 다시봐도흠잡을 곳 없는 내인생 최고의 한국 공포영화.눈으로 하염없이 아름답고,,,,,,,,
2473,그냥 그럽니다. 반전이 있는데 그렇게 크게 와닿진 않음.,,,,,,,,
2474,한국 공포영화 중 단연 최고,,,,,,,,
2475,어릴때 봤는데  그때도 안무서웠음 mc몽 노래중에 이런 분장하며 부르는 노래 있었는데 거기 패러디보고 아 이영화인가 했었음.. 그리고 무현이 뭐냐 무현이...,,,,,,,,
2476,배우들 연기는 좋은데 영화 흐름이 부드럽지 못한 것 같다. 공포라기보단 스릴러에 가깝다.,,,,,,,,
2477,ㅡㅡ 글쎄.,,,,,,,,
2478,어설프고 허접한 영화.재밌지도않고 무섭지도않고.외국공포물 어설프게 따라한거티남,,,,,,,,
2479,역시 한국영화는 쓰레기임을 증명한 졸작,,,,,,,,
2480,이게 무섭나!? 보는내내 졸리고,,,,,,,,
2481,열라재미없다 ㅡ,,,,,,,,
2482,반전도반전인데 분위기가 은근무섭네,,,,,,,,
2483,[결국 학대받은건 사실일지라도 직접 죽인건 아니니까 모든게 오해에서 비롯된 거네.그래도 새엄마의 잘못도 크다.반전도 쩔음.큰딸 정신병일꺼라고는 상상도 못했으니,,,,,,,,
2484,왜 결론을 누나의 정신착란 + 귀신으로 했을까.. 링이나 주온이 유행해서 그랬나 -0-;; 오히려 누나의 정신착란 + 새엄마의 정신착란이 좀 더 설득력 있다고 보여지는데... 정신착란 비중에 비해 귀신은 그냥 손만 ...,,,,,,,,
2485,솔직히 별로였습니다 ....,,,,,,,,
2486,김지운에 대하여 확신하게 된 영화들 중 하나.,,,,,,,,
2487,20OOO 시점에서 현대 영화보다 영상미는 이뻤지만 전체적으로 이해가 되지 않는다. 해설을 보니까 스토리의 참신함과 감독의 뜻을 이해할 수 있었는데 영화만 보면 전혀 이해되지 않는다. 다중인격이라고 예상은 할 수 있...,,,,,,,,
2488,평점믿고 봤는데 무섭지도 않고 빨리 끄고싶었음,,,,,,,,
2489,결혼해서 아이가 중학생이 되어 명작으로 소개하면서 같이 봤는데 역시 명작.,,,,,,,,
2490,수없이 많은 공포영화를 보았지만 뛰어난 공포 영화는 아닌 것 같다.,,,,,,,,
2491,어렸을 때 무서웠었지...,,,,,,,,
2492,평생잊지못할 최고의 인생영화,,,,,,,,
2493,전반적으로 허술한듯한 느낌의 스토리와 밋밋한 연출이었다. 살짝 지루한 느낌이 컸고,,,,,,,,
2494,김갑수 때문에 문근영이 죽었다,,,,,,,,
2495,긴장감과 속도감은 미국리메이크보다 못하지만 귀신나오는 부분만은 괜찮음...그게 다인듯,,,,,,,,
2496,뻥튀기 더럽게 심하네 ㅡㅡ 별로인데,,,,,,,,
2497,슬프긴 허무하고 재미없는영화..평점왜이래? 알바생뛰나?,,,,,,,,
2498,왔노라! 보았노라! 깎았노라!,,,,,,,,
2499,너무나 지루하고 따분하고 화나는 작품. 어설프게 예술영화흉내,,,,,,,,
2500,40자밖에 쓸 수 없다는 것이 아쉬울정도로 화나는 작품,,,,,,,,
2501,한마디로 OOO,,,,,,,,
2502,화면빨은 좋은데 전혀 안무섭다,,,,,,,,
2503,이거보고 느낀게있다면 스크린쿼터에대해 200%찬성,,,,,,,,
2504,재미없다. 진짜 후회되네ㅡ,,,,,,,,
2505,사실 무슨 말인지 모르겠습니다 ㅠ_ㅠ,,,,,,,,
2506,무슨 내용인지 모르겠고 암툰 좀 지루했음-_-,,,,,,,,
2507,2003년은 히스테리가 대세다.화려한 색감만으로 현혹시키려할뿐,,,,,,,,
2508,이게 무슨 공포영화야 참 멜로영화아녀?,,,,,,,,
2509,모든 역량을 시각적 요소에 집중한 미장센 특화형 잔혹동화,,,,,,,,
2510,지금와서 보자니 웃기지도않는 하품나오는 이야기.  그놈의 정신병... 그놈의 환상...,,,,,,,,
2511,노잼2시간 잠이나 잘걸,,,,,,,,
2512,별로던데.. 평점이높네ㄷㄷ,,,,,,,,
2513,여자애들이랑 보러갔었는데 여자애들비명소리가 더무서웠음,,,,,,,,
2514,사람들 낚을려고 평점많이준건가..,,,,,,,,
2515,솔직히 염정아 임수정 연기력 때문에 끝까지 봤다.. 정말 보는내내 지루함,,,,,,,,
2516,내취향은 아님,,,,,,,,
2517,하??-_-;대체 어떻게 보면 이영화가 수작이란 말이 나올수 있는건가요?좀 알려주세요,,,,,,,,
2518,전혀 무섭지 않음. 배댓이 공포영화 못 보는데 유일하게 본 거라고 했을 때 알아봤어야 하는데... 영상미는 나쁘지 않으나 요즘 기준으로 보면 그럭저럭임. 좀 우울해 보이는 여자애들이 나옴. 반전 하나만 볼만함.,,,,,,,,
2519,한번봐서는 사람들이 대단한 영화라고 말하는 것에 공감이 안되지만... 또다시 보고 싶은 영화는 또 아님ㅋㅋㅋ,,,,,,,,
2520,10점 안줄시 문재인 대깨문,,,,,,,,
2521,한국 공포스릴러영화중 원탑에 꽃히는영화 아직까지 이영화를 뛰어넘는 영화는 없었다 이영화 처음봤을때로 돌아가고싶네 그때는 확인강박장애없엇는데,,,,,,,,
2522,장화홍련 재방 해줬나 왜 실검에 떠.. 훤헌 아침인데도 무섭네ㅅㅂ,,,,,,,,
2523,배우들의 연기는 훌륭한데 허리우드판보다 스토리가 어설프고 긴장감이 없음,,,,,,,,
2524,한국영화치곤 괜찮지만.평균이 너무 높아서 1점준다,,,,,,,,
2525,문구녕 재수없다규!!,,,,,,,,
2526,다시보니 귀신 전혀 안무서워,,,,,,,,
2527,영화  다시보니  스토리 최고  죄의식에서  비롯된  상상 속 의  1인2역 과 그 스토리 라인  연기력  ..정말 대박,,,,,,,,
2528,이거,,,,,,,,
2529,되도 않한 한국영화,,,,,,,,
2530,염정화 연기만 볼만했고기대보다 실망,,,,,,,,
2531,지루했ㄷ닌영화...,,,,,,,,
2532,럴수럴수이럴수! 장화홍렬,,,,,,,,
2533,진짜 화난다. 단추만 잔뜩 있고 실과 바늘이 없는 영화;;; 어이가 없네. 느리게 움직이면서 숨소리만 잔뜩 내다가 깜짝 놀래키면 다 공포영화냐. 개연성도 없고 의미도 없고. 어떤 아빠가 엄마랑 딸 있는데 썸녀를 집에...,,,,,,,,
2534,한남충 애비 하나가 몇사람 인생 망치는거냐 어이가 없네,,,,,,,,
2535,내가 가장 혐오하는 장르인 정신병자의 이야기. 이게 어떻게 한국영화역사상 손에 꼽히는지,,,,,,,,
2536,영화가 전체적으로 루즈하다.  기담이 역시 잘만든 수작이다.,,,,,,,,
2537,극장에서 봤었는데 재미도 없고 무섭지도 않았고...,,,,,,,,
2538,리메이커버전이 나왔으면 하네요. 뭔가 갑갑하고 좁은 느낌이 나네요. 화질도 과거필름이라 많이 떨어지고요. 스토리 좋고 연기좋고,,,,,,,,
2539,긴장감,,,,,,,,
2540,인랑도 15년후에 다시보면 명작일까...,,,,,,,,
2541,사실 반전이라고 하는 부분도 공포/추리 매니아들에게는 너무 뻔하고 스토리 자체도 무난하다. 반전보다도 메시지에 힘을 많이 준것 같은데. 메시지도 별로...,,,,,,,,
2542,OOO~,,,,,,,,
2543,여주가좀답답해 도망갔으면 그냥가야지 왜와,,,,,,,,
2544,개노잼입니다 절대모지마세요,,,,,,,,
2545,재미 없다,,,,,,,,
2546,재미없는데? 수업이라 어쩔수 없이 봤다 ㅋㅋㅋㅋ,,,,,,,,
2547,설마 했던 그 뻔한 결말을 위해 소비했던 잉여의 러닝타임,,,,,,,,
2548,보면서 욕밖에 안나왔다 거지같이 만들었네 그냥,,,,,,,,
2549,촤악의 영화,,,,,,,,
2550,ㅡㅡㅎ이영화 진짜 이 평점은 아닌듯 진짜 말도안됨,,,,,,,,
2551,이천년도 초반의 공포영화 하지원의 폰 추천합니다. 일본영화 착신아리 123도 괜찮고 송윤아의 아랑도 좋음 태국영화론 셔터 최고 무서움 ㅋㅋ,,,,,,,,
2552,여권이 이렇게 낮을수가.,,,,,,,,
2553,그땐 몰랐지만 이제와서 보면 식스센스 표절. 모티브라고 하기엔 결망리 90%을 차지하는 영황에서 결말이 같음.,,,,,,,,
2554,노잼 완벽한 노잼. 분위기,,,,,,,,
2555,평점이 하도 높아서 무서운 공포 영화를 기대하고 봤는데...하...무섭긴 개뿔 그냥 안타까운 새드 스토리공포 영화 모름????이거 왜 평점이 이리 높아시간 아깝다,,,,,,,,
2556,별로. 너무 영화를 꼬았다,,,,,,,,
2557,개연성없는 스토리. 흐지부지한 이야기 진행되다만듯한 뚜렸하지 못한 엔딩.,,,,,,,,
2558,관객수 25명 내가 중학교때 본사람만 25명이 넘는데 네이버 새끼들은 좀 알아보고 정확한 정보를 기입해라 도대체가 월급 받고 하는 일이 뭔지..ㅉㅉ,,,,,,,,
2559,정신병 하나 가지고 2시간을 질질 끈다. 어쩌라고?,,,,,,,,
2560,왜 이리 점수가 좋지?  어제 다운 받아 봤는데 줄거리가 뭐가 뭔지 알수도 없구 무섭지도 않구 드럽게 재미 없던데~,,,,,,,,
2561,수연이 장농에 깔려 죽는걸 방관하는 계모의 잔인성~~~~ 무섭따~~~,,,,,,,,
2562,오늘좀 맞자,,,,,,,,
2563,웃기다. 유쾌합니다 가족영화로 추천,,,,,,,,
2564,난 지루한데 평점이 높넹ㅎ,,,,,,,,
2565,기는 영화 위에 승천하는 음악,,,,,,,,
2566,걍 재미없었던 영화..,,,,,,,,
2567,즐,,,,,,,,
2568,이게어딜봐서 공포영화냐 잼씀?이게? 문근영안나왔으면모니터부셨다,,,,,,,,
2569,내가 30대초중반인데.... 이걸 나온당시가 고딩때인데..조금이라도 어렸을때 보았어야 했나..내 감정이 매말랐나...흠...개코도 재미없고 개코도 안무섭네;;;뭐 사람마다 생각하고 사는게 다르니..암튼 내생각은 그래...,,,,,,,,
2570,기대 잔뜩했으나..촌스럽고 올드하내,,,,,,,,
2571,영화는 좋으나 장르 잘못선택,,,,,,,,
2572,진짜 재미없고 지루했음,,,,,,,,
2573,뭘자꾸 아름답고 우아하다는거야,,,,,,,,
2574,졸면서 봤다 왜이리 평정이 높은겨  내용도 별거 없고 아오 감수성 영화냐 이거,,,,,,,,
2575,한국 영화사에 길이남을 마지막씬,,,,,,,,
2576,아..영화가 잘 이해가 안되서 재미가 반감되었다. 결국 수미가 혼자 벌인 일이라는거지?? 내가 제대로 이해했다면.,,,,,,,,
2577,노잼 시간 날렸다ㅡㅡ..,,,,,,,,
2578,그 당시에 영화관에서 볼 때도 돈 아까움,,,,,,,,
2579,bhjghjfgjk,,,,,,,,
2580,존나 지루하다. 이건 팩트다. 존나 지루하다.,,,,,,,,
2581,한국은 스릴러만 괜찮고 공포나 액션 영화는 저기 인도네시아급임,,,,,,,,
2582,아 영화보니깐 개빡치네 결말도 별거 없는데 일부러 영화를 개 꼬아서 만듬ㅋㅋ 수미=수연=새엄마 라는게 말이됨? 그리고 처음부터 끝까지 슬로우 개빡치네 진짜 공포감 조성한다고 그런거깉은데 보는입장에서 엄청 답답하고 무...,,,,,,,,
2583,문근영은 처음 부터 죽은  귀신이다,,,,,,,,
2584,킬링타임용!,,,,,,,,
2585,와~ 사람들의 생각은 다를수 있다는걸 알고는 있었지만 나는 이 영화를 20대중반인 지금 2017년에 봤고 답답하고 분위기 우중충하고 짜증나서 보기 힘들었는데 사람들은 좋게 평가하는구나 와 대박 진짜 영상미는 예뻤을 ...,,,,,,,,
2586,시끄럽기나 하고 스토리는 막되먹고 뭡니까,,,,,,,,
2587,임수정의 미모가 없었다면 훨씬 낮은 평가를 받았을 것.,,,,,,,,
2588,nnmmmnmmmnnmmn,,,,,,,,
2589,핵노잼 레알레알레알 에휴 쯧,,,,,,,,
2590,노잼.. 기억에 안남는다 그냥 마지막 반전만 생각남,,,,,,,,
2591,ㅗ개노잼 이거볼바에짱구봄,,,,,,,,
2592,나이먹고봐서 그런가 이게 뭐가 무서운지 전혀 모르겠다. 2003년도에는 이 정도가 최고였나보다,,,,,,,,
2593,인셉션보다 더 어려운 작품이네요이해하기가 힘들어요 시작부 부터 몰입도안되고 2시간동안 ????가득한생각만가진채 힘들게봤네요 영상미.연기.OST좋은건맞네요,,,,,,,,
2594,솔직히 앞부분이 너무 루즈해서 같이보던 친구도 잠들정도였어요.. 그래도 뭔가 무서운게 있겠지 하고 봤는데 귀신 한번 튀어나오는데 거의 5분은 투자하는것같고 무섭지도않고 그냥 결국엔 마지막 반전밖에 기억이안남,,,,,,,,
