,content,,,,,,,,,
2548,손님과 맞먹는영화 내돈 만원내놔ㅈ제발  이런 영화보지마세요 돈아까움,,,,,,,,,
2549,아 진짜 중간까지는 딱 좋았는데 진짜 ㅋㅋㅋ 무섭고 볼만했는데.. 참 후반부는 그냥 그렇네요.. 1편 2편보다는 훨 낫습니다.. 4편 기대,,,,,,,,,
2550,썸녀랑 보러갔는데 이날 손잡는거 까지 진도나감,,,,,,,,,
2551,와...기대이상임일단봐요 . .밤에 봐요여자랑봐요집갈때생각나요조심하세요,,,,,,,,,
2552,ㅋㅋㅋㅋ무섭기는 그냥 놀래키는거 밖에 없던데..ㅋㅋㅋ막판에 분신사바 하는줄...ㅋㅋ,,,,,,,,,
2553,기대를좀하고봤는데 한만큼 재미있었다깜짝깜짝놀래는장면도 너무무섭고스릴있다,,,,,,,,,
2554,그냥 쏘쏘 ~ 여주가 귀엽네,,,,,,,,,
2555,걍 졸잼 꼭 영화관에서봐요,,,,,,,,,
2556,이 영화볼돈으로 부모님 꽃한송이 사드리세요 진짜 인생 2시간 낭비하기 싫으시면,,,,,,,,,
2557,진짜노잼재미없음공포영화가뭔이따구임,,,,,,,,,
2558,보다가 잠들뻔했다....그닥....,,,,,,,,,
2559,혼자 심야영화봄 하두 주변에서 무섭다 재밌다하고 평점도 높아서 넘 기대하고 봐서 그런가 그냥 그랬음... 덤벼라 괴물아 할때는 웃겼고 마지막에 엄마얘기나와서 그런지 좀 짠해서 눈물고임 공포보고 웃고 울다니 참,,,,,,,,,
2560,진짜 재밌음? 이게 완전 노잼,,,,,,,,,
2561,죽은 자의 이름을 함부로 부르지 마라! 영화 노잼 됬다.,,,,,,,,,
2562,보고나면 공감할듯 액션물인줄,,,,,,,,,
2563,솔직히 돈 낭비 하지 맙시다,,,,,,,,,
2564,심야로 봤는데 핵노잼을 이럴때 쓰나보다 10점준 사람들한테 속아서 봤는데 코미디인지 뭔지 영매가 고함쳤더니 혼령이 도망가네 ㅋㅋㅋㅋ사람들 다  짜증내면서 나오고 1 2편을 봤으면 안봤을거란 사람도 있었음  하품나오는...,,,,,,,,,
2565,무서운거랑 깜짝놀라는거랑은 다르지 솔직히 별로임,,,,,,,,,
2566,그냥 공포영화가아니라 코믹영화 ㅋㅋ,,,,,,,,,
2567,장난하냐 외국영화도알바풀어놓냐요샌,,,,,,,,,
2568,순간 순간 놀라게 하는 건 성공한거 같은데 전체적인 스토리와 짜임새는 1편보다 많이 느슨하다,,,,,,,,,
2569,그냥그럼깜짝놀라긴함,,,,,,,,,
2570,방금 보고왔는데 남친이랑 둘다 이게 끝?...하고 멍했음인시디어스1,,,,,,,,,
2571,아니대체 왜 기저귀 ㅋㅋㅋ 무슨 귀심이라고 괴물이N95마스크쓰고 나오고 .. 놀래키는거는 무슨공포영화든 다 그런거고 배경이니 소리니 대체 어느부분에서 ? 여기 알바 진짜 많네 ....,,,,,,,,,
2572,1,,,,,,,,,
2573,보다가 웃다가 나옴 무서운 영환데,,,,,,,,,
2574,장애인석 스피커좀 줄여주세요 심장먹을번 햇자나용 시빵빵빵,,,,,,,,,
2575,잘나가다 뒷부분이... 왜이럼. 초반에는 심장터질거 같았는데 뒤로갈수록 안무서워서 마음에 평화가 찾아왔다,,,,,,,,,
2576,소름 몇 번 돋습니다...ㅎㅎ,,,,,,,,,
2577,진짜 청각적효과때문에 더스릴감..겁만은 남친이랑본덕분에 저는 손에뼈가뿌서졋구요...또르르,,,,,,,,,
2578,최대의공포를올해처음느낌,,,,,,,,,
2579,꼭보세요 두번보세요 레슬링하는줄,,,,,,,,,
2580,진심 겁없는데 소리때문에 경기 일으키는줄 알았다,,,,,,,,,
2581,보는 내내 목에 힘주고 꿈찔거리면서 봄. 무서운데 재밌는 이상한 경험 ㅋㅋㅋ,,,,,,,,,
2582,뭐 공포영화! 예매대신해줬는데 그냥 괜찮았다고 하는둣,,,,,,,,,
2583,지림지림지림지림지림,,,,,,,,,
2584,전작이었던 인시디어스2의 실망을 없애주셨습니다.인시디어스1과 달리 후반이 아니라 초반부터 무서웠습니다.끝에서도 반전도 맘에 들었고요. 10점드립니다.ㅎㅎ,,,,,,,,,
2585,억지로라도깜짝놀래키는거좋아하는사람만보길,,,,,,,,,
2586,비명소리같은 큰소리나올때 딱맞차서 팝콘을 먹으니까 비명소리가 기다려짐 ...대체로 큰음향소리는 적은편임,,,,,,,,,
2587,깜짝 깜짝 놀라는건 있는데 솔직히 웃긴거만 기억남 ㅋㅋㅋㅋ 오줌 쌀 정도는 오바임..,,,,,,,,,
2588,놀래키기만 ㅈㄴ 놀래킨ㄷ,,,,,,,,,
2589,처음에는 공포심조성이나 그런게 무서웠었는데 끝자락이 별로.. 기대하던거보단 별로네요 인시디어스2를 굉장히 재밌게봤었는데 말이에요,,,,,,,,,
2590,반쯤 만들다가 감독 화장실 갔다 왔냐? 초반엔 진짜 무서웠는데 후반부에 장르가 바뀌는 반쪽짜리 영화.,,,,,,,,,
2591,컨져링부터 시작해서 인시디언스 1부터 봐았는데 잔인한 장면은 없는데 진짜 무서움.,,,,,,,,,
2592,개꿀잼 또 보자하면 또볼거같음,,,,,,,,,
2593,진심 핵무서웠다.... ㅡㅡ,,,,,,,,,
2594,영화관에서 보던중 두커플 나가씀~~~ 심약자들은 비추~~~,,,,,,,,,
2595,무서움....오줌쌀뻔함,,,,,,,,,
2596,볼때 인시디어스 1,,,,,,,,,
2597,초중반까지 잼 나머지 미만잡,,,,,,,,,
2598,별로 무섭지않아요~ 볼만하내요,,,,,,,,,
2599,영화관에 사람 거의 없어서 서라운드 더 생생....실눈뜨고 귀 반쯤 막고 친구랑 찰싹 붙어서 봄,,,,,,,,,
2600,엄청재미써요 보고나서도주위를둘러보게하는영화..,,,,,,,,,
2601,현실감없는 판타지 공포였음 깜짝놀라긴 해서 8점 줌,,,,,,,,,
2602,친구랑같이봤는데 역시 공포영화라 그런지 커플이 많아서 불편했지만 내용도 재밌고 깜짝놀라는씬이 많았고 무서웠어요 옆에 친구는 무서워서 눈물이 흐르는걸 보았네요ㅋㅋ,,,,,,,,,
2603,아 역시 기대한만큼 실망시키지 않네요 !!역시 극장에서 볼 가치있음 대만족마지막에 나오는 빨간 악마같은 귀신이 다음편 예고인가그게 좀 실망스러웠지만빨간악마가 1편인가 2편에서 나왔던가 이거이 가물가물 ㅋ,,,,,,,,,
2604,겁나무섭다진짜볼만한영화 이거하나도안무섭다고하는분 안보고리뷰남긴듯?ㅋ 1.2보다제일볼만함,,,,,,,,,
2605,전편보단 별로였지만 볼만했어요~~,,,,,,,,,
2606,배우들의 연기력엔 감탄 ,,,,,,,,,
2607,헤리포터보는줄알았네,,,,,,,,,
2608,잠은잘수있을정도로무서움,,,,,,,,,
2609,너무무서워요진짜보면서계속놀램,,,,,,,,,
2610,z컨저링보다 더 무서웠습니다.,,,,,,,,,
2611,괜찮아요 돈주고 봐도 아깝지않아요,,,,,,,,,
2612,안무섭다. 어제 개더웠는데 실망쓰....,,,,,,,,,
2613,와진짜인시디어스진짜장이다여태까지본공포영화중에서젤인상깊고무서움..게다가스토리도좋아서울기까지햇다.. 감동적..진짜영화표산돈이하나도아깝지않았다,,,,,,,,,
2614,떡밥 회수도잘하고 3보고 1봐도 될만큼 스토리 연계도 좋네요 ㅋㅋ이번 메인악마가 인시디어스 특유의 느낌이 아닌건 좀 아쉽지만 ..!,,,,,,,,,
2615,와 방금보고 왔는데 과연 명불허전이라는 말밖에..분위기부터가 인시디어스는 다른 공포와는 차별화를 둿음빨리4편 나오길 기원합니다!,,,,,,,,,
2616,영화하기전에 씨지브이광고가 젤무서웠어여ㅎㅎ..,,,,,,,,,
2617,그냥 1이랑 너무 스토리전개가 비슷해서 재미없엇음 초반에만 막 무섭다가 후반에 걍 노잼되는..,,,,,,,,,
2618,무난한 스토리.특유의 공포감.진부한 결말,,,,,,,,,
2619,1편만한 속편없다는말이 딱 맞음! 재밌긴한데 1편만은 못하당...먼가 할머니 밀땅하면서 질질끄는 느낌도 그렇고... 근데 무서운 장면은 뙇뙇 무섭당 ㅋㅋㅋㅋ친구손잡고 본건 사실.... 무서운거 좋아한다면 추천!,,,,,,,,,
2620,무서운거 그리 잘 보는 편은 아닌데 보는내내 무서웠어여 소름이 세네번은 돋은듯! 역시 사운드와 깜짝깜짝놀라는 장면이 많아요 1,,,,,,,,,
2621,무섭고 놀래는요 재밋엇어요,,,,,,,,,
2622,솔직히 공포영화는 스토리이런거없고 무섭기만하면됨ㅇㅇㅇ 내가공포영화이것저것많이봤는데 와우 대박ㅋㅋㅋ끝날때까지쫄깃했음!,,,,,,,,,
2623,역시 기대를 저버리않게하는 영화.다양한공포영화의 비하여 좋은영화전작 1,,,,,,,,,
2624,값어치잇는영화 너무좋다 공포중에 손꼽아서 재밋잇고 무서움 이시리즈 짱조타,,,,,,,,,
2625,임모탄이 귀신으로 출연무섭진않다 솔직히,,,,,,,,,
2626,심야로보고옴 역시 인시디어스 몰입도며 사운드며 기대를져버리지않았다 난 대만족b,,,,,,,,,
2627,예 그냥 대박이요.무서워서 죽을뻔함.,,,,,,,,,
2628,심야로 개봉하자마자 보러갔다왔다.. 믿고번 인시디어스 시리즈ㅋㅋ 영화관에선 처음봤는데 계속 심장 떨어지는줄ㅋㅋㅋ 난 인시디어스 세계관설정이 참 맘에듬ㅠ 떡밥회수도 소름돋을만큼 잘했고 1,,,,,,,,,
2629,밤에 보면 더 무섭다...,,,,,,,,,
2630,내평생 공포영화 역대급 넘버투 ㅋㅋ 원은 인시디어스 1ㅋㅋ,,,,,,,,,
2631,짱..그냥진짜말도필요없이 짱,,,,,,,,,
2632,중간중간 튀어나오는게 많아서 놀라긴정말 많이 놀랐다 무서웠으나 중간중간의 코믹함또한 있었다,,,,,,,,,
2633,무서워서 손가락사이로봤어요ㅠㅠ~1.2편보다 긴장감이 더넘쳤어요 몰입하고보시면 계속 심쿵하실듯,,,,,,,,,
2634,무섭기도하지만 결말도 좋았어요,,,,,,,,,
2635,나는 무서운거 매니아라 딱히 별스토리는 없어도 공포감조성이랑 계속 깜짝깜짝 놀라는게 많이나와서 그래도  재밌게봣는데 무서운거 잘 못보는 사람 대려가지말자... 내친구 2시간내내 가드올리고 영화봤다 귀신이랑 싸우느줄 ...,,,,,,,,,
2636,들어갈땐 괜찮았는데... 나올때 온몸이 땀 범벅이였어요...ㅠㅠ,,,,,,,,,
2637,깜짝 깜짝 놀래는게 압권이네요. 공포영화볼때 눈감고 보는사람들 이해가 안갔는데 오늘 제가 그러고 봤어요. 무섭네요 ㅜㅜ,,,,,,,,,
2638,그만좀놀래켜 하 심장쫄깃해 죽겄네,,,,,,,,,
2639,장난아님  겁나무서움 꼭보세요,,,,,,,,,
2640,1,,,,,,,,,
2641,아진짜대박 진짜뻥안치고 방금보고나왔는데 나원래진짜잘보거든? 소리개지름 꼭보셈,,,,,,,,,
2642,킼킼우리친구들은 눈가리고 보더라구욬ㅋㅋㅋ공포영화를즐겨보는저도 깜짝깜짝 놀랐어요,,,,,,,,,
2643,넘무서워요...제대로두눈뜨고못봤어요 ㅠㅠㅠ,,,,,,,,,
2644,중간중간 놀래는거 스토리도재밋네요!,,,,,,,,,
2645,진짜 파라노말부터 컨저링 애나벨 다봣는데 역대급이다...마지막엔 감동까지 강추다이건,,,,,,,,,
2646,컨져링에 버금갈 영화.,,,,,,,,,
2647,이거...언제 1080p 해상도로 티플에 올려줄 까요? 어둠 경로로 기다려 봅니다...ㅋ,,,,,,,,,
2648,순간순간 놀라는 정도 임팩트가 없음,,,,,,,,,
2649,어벤져스 버금가는 영웅물..할머니의 어벤져스 멤버 투입이  절실함.,,,,,,,,,
2650,끝마무리가아쉽네요..,,,,,,,,,
2651,인시디어스 시리즈를 좋아한다 하더라도 이 편은 볼 필요가 없다,,,,,,,,,
2652,김한수가 만든 영환줄 일단초반에 스토리가 엄마가 없을정도로 재미가 없음. OO 2분보다가 끔.,,,,,,,,,
2653,유령이 겁대가리없이 나옴 시리즈 그만 만들어라 짜증난다.,,,,,,,,,
2654,공포영화가 웃겨 ㅋㅋㅋ 피식,,,,,,,,,
2655,어이가 없는게 공포영화 악평 보면 놀래키기만 하는 영화 어쩌고 하는 평이 대부분인데 이 영화는 평점 높은게 전부 놀라 자빠지는줄 알았다네 ㅉㅉㅉ 1,,,,,,,,,
2656,핵노잼 진짜 코믹영화임비추에요돈 아까움 여기 평점 10 말도안돼요 믿지마세요컨저링보고 소리지르고 난리 났었는데이거보면서 소리 한번도 안지르고 놀라지도 않았음스토리도 그지같고ㅋ 차라리 고스트 위스퍼리가 더 재밌음^^,,,,,,,,,
2657,무섭당ㅠㅠ남친손 꼭잡고 봄,,,,,,,,,
2658,핵노잼 영화.저거 위에 댓글알바쓴거 같은 느낌인데,,,,,,,,,
2659,놀라기만 하고 스토리는 진짜 그지임 .,,,,,,,,,
2660,깜짝 놀래키는 장면과 사운드만 있을뿐,,,,,,,,,
2661,29먹고.. 팬티에 지렷다..참고로 난 여자...,,,,,,,,,
2662,잘 봤습니다  그냥 썩 잘만든 영화는 아닌듯 ㅎ,,,,,,,,,
2663,존무섭ㄷㄷㄷ 보다가 심장 마비 걸려서 응급실갓다가 심폐소생술받고 다시가서 봄..,,,,,,,,,
2664,안무섭다는사람은쎈척하려구 글썼나?아님 영화안보구 걍 까는거임??영화 본사람은 알수있다,,,,,,,,,
2665,쓰리까지 너무 우려먹었나 시시하다 못해 왠지 허무,,,,,,,,,
2666,영화내내 소름이!! 반밖에 못본 영화 ㅜ,,,,,,,,,
2667,컨저링보단별루였음ㅇ,,,,,,,,,
2668,여자친구랑 봤는데... 무서워서 안길줄 알았는데 귀신이 게임같아요,,,,,,,,,
2669,진짜 일편부터 삼편까지 완벽하게 이어지는 공포시리즈!삼편보고나니 이편이 더 이해가 되네염ㅋㅋ 거의 눈 가리고 본듯 ㅠㅠㅜㅜ귀신들이 완전무서웠음 비주얼 폭팔ㅠㅠㅠ오늘 잠 어케 잘껴 ㅠ시리즈 중 젤 무서웠어영 엉엉,,,,,,,,,
2670,여자친구는 무섭다고하고 난 감동적인 내용으로봤어요그래도 공포영화는 역시 영화관에서 ㅎ 재밌음ㅋㄷ,,,,,,,,,
2671,옆에서 소리질러서 더 무서움,,,,,,,,,
2672,올해공포영화 데모닉 라자루스 경성학교 세개다봄. .결론 인시디어스시리즈는 버릴것이하나없다!!앞에본3개중 외국영화2개는 중간에 제작비가부족했나싶을정도로 급결말 국산영화는 공포가아니고 SF. 중간중간 놀랄수있는장면에 너...,,,,,,,,,
2673,극장서 처음으로 본 공포영화,,,,,,,,,
2674,리워넬과 제임스완의 조합은 실망시키지않는다,,,,,,,,,
2675,방금 보고나왔습니다. 일단 귀신자체의 포스는 전작에 비해 약했지만,,,,,,,,,
2676,악령에 대한 공포를 인간의 모든 감각으로 느낄수 있게 해준 영화. 공포 영화가 뭔지 제대로 보여줬다.,,,,,,,,,
2677,제발재미잇엇으면좋겟다  돈아깝지않게,,,,,,,,,
2678,와.. 이거 역대 최고네.ㄷㄷㄷ,,,,,,,,,
2679,처음엔 정말 무서웠는데 가면 갈수록 영화가 .... 이은선 기자 평론이 딱 내가 생각한 그대로이다,,,,,,,,,
2680,솔직히 난 컨저링보다 무서웠음진짜 지리는줄 하...,,,,,,,,,
2681,진짜 무섭고 1,,,,,,,,,
2682,진심 장난아님 1.2랑 비교불가!! 보다가 지릴준비하고 가세요,,,,,,,,,
2683,영화보는 내내 숨을 못쉬었다...,,,,,,,,,
2684,솔직히 진심무섭다는 말만나오고 ㅋㅋㅋㅋ근데 막상끝나고 본것을 되돌아보면 허무한?그런느낌... 근데 영화보면 진심무섭습니다,,,,,,,,,
2685,이영화혼자보면절대안댐왜냐묜너빼고다커플이거든ㅋ,,,,,,,,,
2686,말이 필요 없는 공포를 맛봐라 ㅋ,,,,,,,,,
2687,조조로 보고왔는데 ...사람아무도없이 혼자봐서,,,,,,,,,
2688,방금 친구랑 보고왔는데  ?너무  무서워서 죽는줄알았습니다,,,,,,,,,
2689,공포영화보러가서 속으로 '그만 나와..' 라고 했을정도로 무섭게즐김.,,,,,,,,,
2690,공포를 즐길 줄 아는 자는 바로 나.,,,,,,,,,
2691,와 진짜 올여름 최고의 공포영화다,,,,,,,,,
2692,강추   기대 그 이상이다  매드맥스급의 대작,,,,,,,,,
2693,come on bitch!! 나중에 귀신이랑 격투기 할때 뿜었음ㅋㅋ 1,,,,,,,,,
2694,인시디어스 시리즈는 사운드가 사람을 미치게 만든다. 그러니까 영화관 가서 미리보라고,,,,,,,,,
2695,진짜 적당히 좀 놀래켜라,,,,,,,,,
2696,ㅋㅋㅋㅋ침대에서 노크하는씬에서 육성으로놀람 소리까지튀어나온적은없었는데 개깜놀,,,,,,,,,
2697,무서워서 무섭다고 그러는데 댓글알바는 또 뭐냐ㅋㅋ,,,,,,,,,
2698,아 어쩐지 좀 악령이랑 싸울때 헛웃음 난다했더니 감독이 바꼇었구나 ㅋㅋ놀래키는건 1,,,,,,,,,
2699,쩔어어어어ㅓㅇ어어어ㅓ어엉ㅇㅇ엉,,,,,,,,,
2700,꿀잼꿀잼꿀잼꿀잼꿀잼꿀잼,,,,,,,,,
2701,굿굿 10 연기력도 짱이고 오랜만에 영화다운 영화봅니다.,,,,,,,,,
2702,암살 게씹노잼 진짜 인시디어스가꿀입니다 위에서 팝콘날라와요 진짜보세요 팝콘안사도되요,,,,,,,,,
2703,내용도 간단해서 잘보긴 했습니다만 개인적으로 이 영화는 중요한것에 집중하기보단 무조건 관객을 무조건 놀래키는것만 집중된 느낌이었습니다 놀래키는 것만 과하게 나와서 내용에 집중할수없고 심리적 불안만 일으키는듯 해서 기...,,,,,,,,,
2704,세상에는 만원을 낭비하는 다양한 방법이 존재함,,,,,,,,,
2705,나만 죽을 수 없지 재밌어요 봐봐염,,,,,,,,,
2706,그냥 심심할때 보기좋앙요ㅎ,,,,,,,,,
2707,귀신이랑 싸움... 진짜 밀치고 주먹질로 귀신잡음,,,,,,,,,
2708,전설의 고향 서양인편을 만드셧네...,,,,,,,,,
2709,뭘그렇게 말씀이많으신가 그냥망햇는데ㅋㅋㅋㅋ,,,,,,,,,
2710,저도호러영화잘보는편인데 보는내내 깜짝깜짝놀라더라고여..제친구는 하나도안놀랬다길래 알고보니 무서운장면마다 눈감고있었다능..ㅎㅎ끝나고나니까 내용을모르더라구요..그만큼 무서웠나봐요 ㅎㅎㅎ무서운영화잘보는척하는 친구분들에게 ...,,,,,,,,,
