,content,,,,,,,
3009,나만 안무서웠나? 뻔한 공포영화는 아니였지만 초반은 많이 루즈했음 그냥 뭔가 sf보는 기분...,,,,,,,
3010,예상되는 결말과 전개가 좀 아쉬웠다...초반에는 지루함.,,,,,,,
3011,차라리 영적인 존재였다고 가정했으면 더무서웠을듯... 후반부로갈수록 공포가 줄어듬.  어릴때 많이봤던 투명인간 영화의 잔혹한 성인버전임,,,,,,,
3012,처음부터 클라이맥스인데도 끝까지 긴장의 끈을 놓을 수가 없다.. 엔딩이 정말 완벽했음.,,,,,,,
3013,그냥 한마디로 표현하자면 개꿀잼;,,,,,,,
3014,간만에 너무 재밌게 영화 봤네요~사운드와 카메라의 구도가 최고네요~^ 대단한 긴장감 이였음,,,,,,,
3015,무섭진 않았는데 소리가 죽인다 . 무섭기보단 징그러웠다..? 잔인하다..? 정도 ...?,,,,,,,
3016,기대 1도 안 하고 봤는데 꿀잼이네요. 내용은 어스나 겟아웃에 OOO만 흥미 자체는 견줄만 하네요,,,,,,,
3017,계란후라이에 놀라게 되다니...덴쟝ㅜㅜ나올거 같을때 안나오고 안나올거같을때 놀라게됩니다. 방심하지 마세요,,,,,,,
3018,파라노말엑티비티이후.. 최고엿다,,,,,,,
3019,뻔할 수 있는 스토리지만 스릴 있는 연출과 압도적인 음악충격적인 결말,,,,,,,
3020,개인적으로 꽤 무섭고 괜찮은 작품이었음 . 수작은 될듯 코로나만 아니었어도 100만은 족히 넘길영화,,,,,,,
3021,여주의 연기력. . 20년전에도 뛰어났었지만. . 결말 굿,,,,,,,
3022,여주인공 넘 못생기고 등빨있어서 집중이 내내 안됨. 스토리가 진짜 엉성.예고를 잘뽑은듯. 긴장감은 나쁘지 않은데 말이 안됨 보는내내. 템포도 느림,,,,,,,
3023,진짜 재밌어요 또 맨날똑같은 귀신나오고 비명지르는 영화인줄알았는데 너무 재밌게봤네요 중간부분까지만해도 그냥 주인공이 약을 너무많이먹어서 남편이 보이는걸줄알았는데 반전이 있어서 충격받았네요 이렇게 연기좋고스토리탄탄한 ...,,,,,,,
3024,진짜 개꿀잼. 알바아니고 한번더볼거임,,,,,,,
3025,상상하는 재미가 있어요. ^^,,,,,,,
3026,전혀 공포스러움은 못느꼈어요. 제가 본 극장만 그런지 사운드가 너무 커서 귀아 아팠네요 중간 반전은 남편이 맞추고 결말은 제가 맞추고.. 근데 여주가 너무 연기를 잘해서 장말 시간가는줄 모르고 몰입해서 봤네요,,,,,,,
3027,나를 찾아줘의 아류작 이런 형태의 스토리전개도 탈피해야 한다,,,,,,,
3028,진심 볼만하네요 코로나 때문에 사람없었지만,,,,,,,
3029,요근래 본 영화들 중에 제일 성의있음 ㅋㅋㅋㅋ근본없는 스토리 싫어하는데 이건 볼만했음,,,,,,,
3030,보는내내 담걸리는줄요,,,,,,,
3031,기대을 많이하면 실망도 많아요.,,,,,,,
3032,그렇게 막 무섭지는 않고 적당히 스릴있당,,,,,,,
3033,할로우맨이 딱 떠올랐음. 무섭지않음. 예상가능한 반전들..,,,,,,,
3034,인비저블이란 말 그대로 보이지 않는 것에 대한 공포가 점점 옥죄여오나 중반 이후 정체가 드러나기 시작하면서 긴장감이 확 떨어져버림 중반 이후부터는 공포보단 액션 추격물에 가까워짐,,,,,,,
3035,오늘보구왔는대 안무서워요..그리고 훔 몰입도는 있지만 그냥그런영화임.ㅎㅎ돈주고안볼랴영,,,,,,,
3036,마누라는 다 봤다는데 난 첨부터 코골잠 ㅠ피곤 할 땐 영화보지 맙시다  돈 아까워요  ㅎ다시 볼겁니다 ㅎ,,,,,,,
3037,그럭저럭 볼만했어요 9점은 에참꽁임다,,,,,,,
3038,반전 고놈 참 아쉽네,,,,,,,
3039,할로우맨이 자꾸생각나는건 왜일까 .. ㅋ 신선함을 전혀 몬느낌 뭐 할로우맨안보신분들은 잼쓸듯 난 할로우맨에서 큰틀을 그대로 빼다박은영화같았음,,,,,,,
3040,보는내내 주먹꽉쥐고 긴장하고봤어요ㅋㅋ,,,,,,,
3041,존잼이다ㅠㅠ 반전이 한몫했어요ㅠㅠ,,,,,,,
3042,진짜 너무 잼났음 한번 더 보고싶음,,,,,,,
3043,반전도 좋고 배우들 연기도 좋고 신선한 공포영화였습니다,,,,,,,
3044,스토리와 신선도는 정말 인정!!!,,,,,,,
3045,신선하네요!깜짝깜짝!,,,,,,,
3046,너무 뻔했고 새롭지도 않고 무섭지도 않았다..주인공 연기말고는 건질게 없는 영화,,,,,,,
3047,굳이 무서운 상황이 아닌데 효과음으로 잔뜩 겁을 줌..소재가 좀 진부하단 생각이 듬..설마 투명인간이 나올줄..,,,,,,,
3048,코로나영향으로 관객이 적어서 그런지 심하게 과대평가된영화! 토요일저녁 8시에 200석이 넘는 영화관에 다섯명이서 관람했고,,,,,,,
3049,스토리가 이상함 그냥 소리로 놀래키는 느낌,,,,,,,
3050,여주얼굴 존나 웃김ㅋㅋ 조디포스터랑 줄리안무어랑 김숙 섞어놓은 얼굴임ㅋㅋㅋ.,,,,,,,
3051,2월29일에본영화중 제일재미니이써따눙,,,,,,,
3052,투명인간 영화라고 해서 기대했는데  기대 이상이 아니라  아쉽다,,,,,,,
3053,너무 기대를 했나봐요....,,,,,,,
3054,집에 cctv를 설치합시다,,,,,,,
3055,호러영화로서 무섭지도 깜짝 놀라게 하지도 못했고스릴러영화로서 극 전개와 결말에 대한 궁금증을 주지도 못한 평범한 영화. 6점 정도인데 10점이 너무 많아 4점으로 올립니다.,,,,,,,
3056,전형적인 용두사미. 근사한 시작과는 달리 중반 이후 너무 별로다. 특히 결말은 최악! 그냥 여주인공 자체가 너무 별로. 그리고 구멍이 슝슝.,,,,,,,
3057,재밌지도 않았고 무섭지듀 않았고 재미없지도 않았지만  돈이 아까웠던 ;,,,,,,,
3058,공포 조성하는게 진짜 일품이고 스토리도 공포영화 치고 좋은데,,,,,,,
3059,가장 공포스러운것은 여배우가 너무 못생겼다는것이다. 페미것들이나 주장하는 망상을 페미년들 입맛에 맞춰서 못생긴 여자를 남자가 좋아한다는 말도 안되는 망상을 실사화 시켜놨으니 이게 몰입이 될수가 있겠냐?? 여배우 PC...,,,,,,,
3060,지루했어요여주 생긴게 넘  못생겨서  몰입안됨,,,,,,,
3061,겟아웃이나 어스의 관계자라고 해서 반신반의 했었는데 수준급 영화였습니다. 공포영화에 SF를 더하다니 놀라울 따름이네요. 개연성이 살짝 아쉽긴 하지만. 재밌게 집중있게 봤습니다. 퇴마쪽으로 빠질줄 알았더니 완전 추격전...,,,,,,,
3062,공포매니아인데 시작부터 끝날때까지 개꿀잼에완벽함ㅋ 비쥐엠부터해서 스토리 연기 연출 다 신박하고 너무꿀잼이라 영화관서 두세번보라하면 볼수있을정도..평점 낮게준사람들은 걍 틀딱이거나 노땅이거나 감정메마른 소시오패스들일듯...,,,,,,,
3063,한여자만을 사랑하는 한남자의 절절한 사랑이야기..,,,,,,,
3064,여주가 너무 못생겨서 남주가 왜 그렇게 집착하는지 노이해 ^^,,,,,,,
3065,여배우 에러 각본 에러 연출 보통,,,,,,,
3066,재밌어요독특한소재...집이 너무너무 좋아요 바다가 확보임...,,,,,,,
3067,평점만큼 볼만해요 보세요들 배우들 연기 굿,,,,,,,
3068,굿 재밌었어여 여주 연기도 일품,,,,,,,
3069,여주 넘 몬생겼어. ㅠㅠ,,,,,,,
3070,개연성 부족에도 불구하고 참신성은 인정,,,,,,,
3071,스릴넘치고 재미있게 보았습니다. 주인공의 연기력은 높게 평가합니다만.. 여주인공이 못생겼어요ㅠ 좀 몰입이 안되었던 것 같네요ㅠ,,,,,,,
3072,뻔할수있는 재료로 가성비의 끝을 보여주다,,,,,,,
3073,올해의 영화. 숨먿는 줄.,,,,,,,
3074,초중반까지는 흥미로웠다. 동생 죽여서 정신병원 들어갈 때까지가 최대 클라이막스였던거 같다. 진짜 투명인간이 있는건가? 아니면 이모든게 여자가 범한건데 정신병에 의한 환상으로 일어난 일인가? 반신반의 하면서 봤는데 막...,,,,,,,
3075,좋은 재주를 완전 쓰레기로 쓰네.. 멍충이~,,,,,,,
3076,재밌게 봤다..코로나 아니었으면 관객수 더 많았을텐데,,,,,,,
3077,진짜 무서운게 하나도 없음... 초반부분에 개밥그릇 차는거가 젤 무섭다고 한 이유를 알겠어 ㅋㅋ무서운거보다 오히려 잔인한게 좀 많음 마지막에 빌런 죽이는건 사이다라서 괜찮게줍니다.,,,,,,,
3078,이 영화의 주인공은 인비저블맨이 아니라 가정폭력에 지친 여성이다. 무기력한 삶을 떨치고 다시태어나는 그녀의 이야기,,,,,,,
3079,투명인간은 언제나 옳다,,,,,,,
3080,대미잇으료ㅜ 잇는 소재를 대충만들엇다,,,,,,,
3081,솔직히 졸라 긴강잠있고 놀래고 재미있다 평점보고 안볼라했는데 ㅡㅡ 역시 못 믿겠네 댓글 조작 평점조작 존잼이라 평점 첨써본다 강추,,,,,,,
3082,무서워요ㅠㅠ 혼자보지마세요,,,,,,,
3083,찐짜 재밌게 봤어요 뒤로 갈수록 재밋음,,,,,,,
3084,스토리 탄탄합니다 ㅎㅎ,,,,,,,
3085,마지막 반전은 좋긴했는데 초반에 너무 지루해요. 그리고 약간 뭐랄까 저예산 느낌이 난다고 해야할까.... 동생이 수트입은 것도 그렇고 약간 예상 되는 내용에 뭔가 아쉬운..,,,,,,,
3086,도대체 시작부 부터 왜 감금당했는지 이유를 설명을 해줘야지 그냥 단순 집착때문에 그랫다 이건 너무 허술한거같음 그리고 여주인공 연기는 너무 좋았으나 개인적으로 캐릭터자체가 너무 암걸리고 꼴불견 보는내내 짜증났음 무서...,,,,,,,
3087,개노잼..입니다ㅜ보지마세요ㅜ,,,,,,,
3088,여주가 외모는 좀 부족한거같지만왜....여주로 캐스팅이되었는지 보게되면 알게되는 영화,,,,,,,
3089,미장센과 사운드를 최대한 활용해서 무섭게 만드는 연출은 여전히 돋보인다. 주인공도 공포와 히스테리로 미쳐버릴 것 같은 상황을 표정연기로 완벽하게 살렸다. 다만 공포를 조성하는 상황이 단순반복되면서 늘어지고,,,,,,,
3090,정말 이건 엑소시스트 버금가는 띵작이다. 꼭 봐라 두번봐라. 나만 당할순..,,,,,,,
3091,,,,,,,,
3092,보는 내내 찝찝하고 어이없는 영화. 딱 오락용,,,,,,,
3093,보이지 않는 것에 무섭다고 느껴지기 보다는 사랑하는 사람에 대한 집착이 과도해지면 저렇게 악마가 될 수 있구나하는 사실이 더 무섭게 느껴졌음.,,,,,,,
3094,알바아님  코로나 뚫고 마스크 쓰고  봤음. 업그레이드 어스 만큼 깔끔하고 볼만하고 쫄림.,,,,,,,
3095,넘넘 잼나게봤습니다 귀신공포가아닌 스릴러공포 켵들렺ㄱ면서 넘잼나게 봤습니다~,,,,,,,
3096,뻔한 결말..끝이 이상함,,,,,,,
3097,예고편이 전부인 영화. 결말은...나름 논쟁적.,,,,,,,
3098,진짜 너무 안무서웠음 카메라 연출같은건 유전 따라한거같긴한데..제발 남주가 슈트입고 투명인간 되는 전개만  아니길  하면서 봤는데..남주가 싸울때 보면서 어벤져스인줄 앎;;너무 별로였음 유전 5번봄 ㄹㅇ;,,,,,,,
3099,영화가 전체적으로 지루한데다가 영화 마무리마저 최악이었다... 예고편 선에서 영화가 끝이라고 보면 되는 수준 돈도 시간도 아까웠고 볼거리라곤 cg가 뛰어나다 정도 인듯...,,,,,,,
3100,지금 잠실롯데시네마서 보다가 나왔다.이감독 영환 다신 안본다.진짜 개짱나네,,,,,,,
3101,스토리 뻔하고 반전이라고 준것도 다 예상이 간 영화. 외국영화 공포적인 클리셰 다 나오고 뻔하다.,,,,,,,
3102,싸이코패스 스토커 전 남친 이야기를 담은 여자들이나 무서워할 그저 그런 영화,,,,,,,
3103,어우... 너무 재미없음. 사운드만 웅장함.,,,,,,,
3104,약간의 반전이 있지만 뻔한 스토리와 예고편이 거의 전부인 영화. 기대가 컸는지 실망도 컸다.,,,,,,,
3105,와 긴장감 진심 미쳤다!!! 보고나오면 계속 대박을 외치게 됨!!!,,,,,,,
3106,여주인공 연기가 진짜 미쳤어요; 관객 멱살잡고 끌고가는 여주 클라쓰ㄷㄷ,,,,,,,
3107,여주 연기떔에 몰입감 쩔었음 ㅠㅠ 오랜만에 쫄린 스릴러 한편 나옴,,,,,,,
3108,개무서움 쪼는 맛이 제대로임 ㄷㄷ,,,,,,,
3109,블룸하우스 .. 맞나요..?,,,,,,,
3110,너무 대놓고 광고질하지 마라,,,,,,,
3111,한국영화는 점점 퇴보중이고 ㅋㅋ외국영화는 계속 전진하넼ㅋㅋ,,,,,,,
3112,삽노잼,,,,,,,
3113,보는 내내 스릴있지만 마지막이 조금 아쉬움...,,,,,,,
3114,너무 지루하다. 진짜 너무 지루해. 진짜.,,,,,,,
3115,이정도면 솔직히 괜찮음 극한의 공포물을 기대하지말고 여주의 답답한 심정을 이해하면서 보면 더 재밌음 투명인간이 느껴는 지는데 말해도 아무도 안믿고 주변사람한테만 피해를 줘서 여주를 미친ㄴ ㅕ ㄴ 으로 몰고 가는 묘사...,,,,,,,
3116,무슨 내용인지 이해가 안가게 만들어놓음귀신영화인줄 알고봤는데 그것도 아님 뭔가 찝찝한 기분 결말이 시원하게 이해가 가지 않게 만들어놓은게 꼭 반전에 반전을 꼬아서 만드는 한국영화보는기분. 별로... 소재는 신박,,,,,,,
3117,연기 끝내주고 재밌음.,,,,,,,
3118,존잼 가볍고 속도감 있게 볼수있음,,,,,,,
3119,하나도 몰입 안되는 sf랑 공포를 짬뽕시킨 괴상한 영화였습니다. 지금 평점 죄다 알바니 믿고 거르세요. 같이 보러간 친구들 다 욕함,,,,,,,
3120,인생 최악의 영화였습니다....평점왜높은지 이해 1도안감,,,,,,,
3121,주제가뭐냐..?  돈아까뭐,,,,,,,
3122,개인취향이지만컨저링 하고 똑같음무서운장면없이 사운드만 무서움문하나여는데 10분걸림..40분보다가 와이프랑 나옴도저히 못보겠음 노잼..,,,,,,,
3123,장르는 공포인데.. 보는내내 공포감은 없더라구요. 중간중간 깜짝놀랄만한 장치와 긴장감을 주는 요소 몇개 있는게 전부인 영화.. 장르에서 공포는 빼는 건 어떨련지? 여주 연기는 훌륭하지만 스토리는 좀 지루하고 뻔한감이...,,,,,,,
3124,요즘세상에 적외선 카메라로 보면 훤히 보이는데 좀 억지서런 스토리에 공감할수없음.,,,,,,,
3125,영화관에서 안봐도됨 ㅋㅋㅋ,,,,,,,
3126,전체적으로 재밌게 봤는데 cg가 좀 깬다;,,,,,,,
3127,온갖 그루밍과 가스라이팅 것도 모자라 폭력을 행사하는 남성들이여 죽어라,,,,,,,
3128,네이버 평점은 구라다 안 무섭고 내용도 왜 저러는지도 이해가 안간다 .여자가 피해자인지 아닌지 헷갈리게 표현해 놨는데 공포영화 라고 보기엔 전혀 하나도 안무서운영화다,,,,,,,
3129,여주 힘이 너무센거 아닌가..성인남자가 여자한테 힘으로 못당하고 생을 마감하다니..,,,,,,,
3130,여자친구랑 처음본 영화에요,,,,,,,
3131,최근 본 영화들 중 제일 재밌었음ㅎㅎ,,,,,,,
3132,데이트 폭력이 이렇게 무서운거다. 남자들아..,,,,,,,
3133,잘 가다가 갑자기 병맛스토리 반전. 애초에 공포영화면 픽션이 가미되는건 당연한건데 갑자기 sf영화로 바뀜. 억지스토리 억지반전 뻔한 결말,,,,,,,
3134,진짜재밌음.어찌보면평범한스토리일수있는데여주연기가ㅎㄷㄷ공효진이봤으면완전개창피할영화.그따위로연기하고도대상주는우리나라착한나라.,,,,,,,
3135,음...친구가 뒤에서 갑자기 확~!놀래키는걸 공포라고 정의하는 사람에게 이 영화는 공포영화다. 몸은 놀랐지만 공포심은 일으키지 않는 영화...너무 친절하게 설명해주는 연출로 실소가 절로 나옴.B급 치곤 괜찮네 수준....,,,,,,,
3136,재밌게봤어요 관객없어서 영화관 거의 전세내고봤어요. 커플끼리보세요 ㅎㅎ,,,,,,,
3137,호연지기를 기르기위해 코로나를 무릎쓰고 보고왔다. 볼만하긴 했는데,,,,,,,
3138,논리적으로 납득이 안되고 질질끄는면이 지루한감이 있습니다. 생각보다 실망스럽습니다.,,,,,,,
3139,와 시사회로 미리 봤는데 보이지 않으니깐 진짜 무섭네요 ㅋㅋ결말도 대박이니 코로나 뚫고 대박나길!,,,,,,,
3140,여자 주인공이 너무 못생겨서 몰입이 안된다 가질걸 다 가진 남자가 저련 못생긴 여자한테 집착한다는게 너무 현실성이 없잖아 언니도 언니가 아니라 동생같은데 언니라고 할때마다 너무 몰입 방해된다,,,,,,,
3141,쓰레기 같은 데이트 폭력 노잼 지루함을 돈 주고 보는 건 저만으로도 충분해요,,,,,,,
