,content,,,,,,,,,,
10375,시간이 어떻게 흘러갔는지 모르겠네요~ 긴장감있고 너무 너무 재미있습니다~~,,,,,,,,,,
10376,재미써용~ 와 소름돋고 무섭네요,,,,,,,,,,
10377,굿!!간만에 심장 쫄깃,,,,,,,,,,
10378,성동일 침대씬 넘 소름 돋아서 잊혀지지않아요 ㅜ,,,,,,,,,,
10379,올해 본 공포(?)스릴러(?) 중에 가장 재미있었어요!!! 변신이라는 제목에 어울리는 스토리 전개여서 끝까지 긴장하면서 봤어요 ㅎㅎ 성동일 아저씨의 연기는 역시 관록이 묻어났습니다!!! ㅎ,,,,,,,,,,
10380,배우들의 연기가 볼만합니다,,,,,,,,,,
10381,평범했던 것들이  공포가 된 영화. 너무 재미있게 보고왔습니다.,,,,,,,,,,
10382,친구들이 추천해줘서 봤는데 결말이 아쉽긴 하지만 이정도면 만족하네여~ 성동일 연기가 대박이었음 ㅋㅋ,,,,,,,,,,
10383,올 여름 최고의 공포영화!!,,,,,,,,,,
10384,영화 보는 내내 긴장감을 늦출 수 없었다,,,,,,,,,,
10385,연차쓰고 봤는데 공포감 쩌네요. 소재가 신선해서 무섭고,,,,,,,,,,
10386,전개가 빨라서 좋았고 연기자들 연기력이 장난아님ㅜㅜ 몰입도 짱짱!,,,,,,,,,,
10387,퀄리티높게 무서운 영화. 무섭지만 재밌게 봤습니니다~,,,,,,,,,,
10388,보다가 막판 잠들었음 끝까지 보기 힘든영화,,,,,,,,,,
10389,이 정도면 감독이랑 배우 대가리 깨부숴도 무죄!!!이 쓰레기를 영화랍시고 극장에 걸어놨네ㅋㅋㅋ,,,,,,,,,,
10390,개연성은 별로더라도 공포영화로써 갖춰야할 요소들이 다 있었어요. 전 재밌게봄! 무섭기도하고 추리하는 재미도 있고 ㅇㅇ. 공포영화 좋아하면 볼만해요,,,,,,,,,,
10391,굿굿나이스굿나이스굿굿,,,,,,,,,,
10392,졸잼. 영화 스토리 신경써서 보는 편인데 무서워서 스토리 신경쓸 겨를이 없었어요. 공포영화 전형적 고구마 포인트만 감안하면 졸잼입니다.,,,,,,,,,,
10393,머리로는 이해해도 앞으로 가족 다같이 한집에서 못살거같다...,,,,,,,,,,
10394,엄마랑 손 꼭 잡고 봤습니다 진짜 무서워요,,,,,,,,,,
10395,결말빼곤 스릴잇고 괜춘 똥평점주는사람들때메 10점,,,,,,,,,,
10396,존문가들 감상평이 뭐같아서 10점준다.,,,,,,,,,,
10397,몰입잘됩니다 추천합니다.,,,,,,,,,,
10398,곤지암보다 긴장감이더 높았고 마무리가 깔끔해서 더 좋았엉ㅅ,,,,,,,,,,
10399,결말이 ㅠ둘째는 왜?,,,,,,,,,,
10400,백윤식 왜나옴???카타르시스가없어 ㅠ ㅋㅋㅋ,,,,,,,,,,
10401,개쫄렸어요ㅠㅠ 거의 눈 감은듯,,,,,,,,,,
10402,개무서워 ㅠㅠ진짜잘만들엇다 오랜만에 재밋엇음 ㅠㅠㅠㅠ엄마랑잘구아,,,,,,,,,,
10403,보고왔는데 ㅜㅜ쉽지않고 넘 애매한 영화,,,,,,,,,,
10404,딱 중반까지만 볼만하고 영화가 더럽고,,,,,,,,,,
10405,타이틀 오타났나봐요 ㄴ 아니구 ㅇ....,,,,,,,,,,
10406,중간중간 컨저링 따라한 느낌과 너무 뻔한 클리셰.,,,,,,,,,,
10407,간만에 몰입감 굿 다만 둘째나 차량폭발이나 개판치는데 바로 가족이 안나오는 건  매우 현실감없음 그래도 몰입감은 지대로임 알바아님 ㅎㅎ,,,,,,,,,,
10408,최악 진짜 돈 아까우니까 볼 생각도 하지마세요,,,,,,,,,,
10409,진짜 내가 이때까지 본 영화중에 제일 재미없었음 정말 배우분들 연기는 잘하시는데 뭔가 빠진듯한 전개와 뜬금없는 장면들 그리고  힌트를 준것 같긴 한데 거기에 대해서 설명은 1도 없었음 그 힌트에 대해 언급이라도 있었...,,,,,,,,,,
10410,다좋은데 배성우 우는 장면에서 자꾸 아빠가미안하다생각나서 넘웃겻어 수방,,,,,,,,,,
10411,깜짝 깜짝 놀라다가 결국에는 포기하고 눈 감았네요.정신건강에 좋지 않아요.,,,,,,,,,,
10412,용두사미 그자체 돈 아까움,,,,,,,,,,
10413,개연성과 설정을 좀더 짜임새있게 구성했으면 좋은작품이 됐을수도있는작품. 둘째딸은 주워온 딸인건지 상황이 그지경인데 그오랜시간을 아무도 찾아보지도않고,,,,,,,,,,
10414,오랜만에 공포영화라 기대하고 봤는데?역시나 ㅜ,,,,,,,,,,
10415,진짜 개별로이런 좋은 소재로 이론식 전개 및 개연성,,,,,,,,,,
10416,평점 좋은거보고 와... 정말 댓글알바가 많구나라는걸 느낍니다.... 스토리가 참 아쉽네요,,,,,,,,,,
10417,마지막에 웃었네요 왜이렇게ㅜ높은지???,,,,,,,,,,
10418,무섭긴 드럽게 무서웠는데 내용은 쓰레기,,,,,,,,,,
10419,퇴마영화중에 가장 판타지적 갠적으로 오바했다고 생각함,,,,,,,,,,
10420,후기알려드릴게요 .변신이아니라 OO이 영화제목에 더어울릴꺼같아요이상입니다,,,,,,,,,,
10421,쓸데없이 배우들 연기에 힘이 많이 들어가고 연출에 그럴싸하게 겉멋만 잔뜩 든 못만든 영화. 누가 가족인지 악마인지 심리전을 전혀 못살린 영화. 중반까지는 그럴싸 했지만 둘째 딸 죽은 뒤부터는 엉망진창인 영화.,,,,,,,,,,
10422,까마귀는 빼자 쫌..ㅠㅠ,,,,,,,,,,
10423,연기는 극찬하나 작품은 별로,,,,,,,,,,
10424,식상 뻔한 결말 안보길 추천,,,,,,,,,,
10425,이 영화에서 개연성 ㅇㄷ?,,,,,,,,,,
10426,뭐야???만 하다 끝남,,,,,,,,,,
10427,나는 이영화를 보면서 이것이 코미디 장르 인가 공포  장르인가 햇갈리면서 봤다.,,,,,,,,,,
10428,좋은 연기와 그걸 망치는 스토리라인,,,,,,,,,,
10429,감독님..ㅠ 제발 신파좀 그만,,,,,,,,,,
10430,원래 좀 코믹쪽으로 연기를 많이하던배우라서 그런가 배성우 사제 역활자체가 집중이안됨 ㅋㅋ,,,,,,,,,,
10431,전체적으로 어디서 본듯한 장면들의 연속. 스토리는 무시하고 깜짝 놀라게하는 연출에만 신경쓴 느낌. 둘째딸은 찾지도 않고 잘 싸우던 악마는 삼촌 몸에 왜 들어갔고 아침차려주던 엄마는 가짜..그럼 아침 먹기전에 약속있어...,,,,,,,,,,
10432,실망했어요 초반부의 긴장감은 어디로가고 후반으로갈수록 허술한게 끝은보다만 느낌 관객들이 다들 그렇게 이야기하고 저도 뭔가 끊긴느낌ㅜㅜ엑소시스트의 그런 공포감은 아직 우리나란 멀었나봐요 이야기의 개연성은 갈수록 안드로...,,,,,,,,,,
10433,가정폭력 트리거있는분들 주의하세요 그리고 이게 왜 19금이 아닌지 궁금함 개징그러;; 그리고 여기서 우시면 됩니다 느낌 너무작위적이고 별로,,,,,,,,,,
10434,초중반까진 씹꿀잼 집중도 ㅆㅅㅌㅊ중후반 즉 둘째 없어진후부터 뭔가급하게 만든느낌...ps.백윤식은왜나왔으며 차량폭파씬은 왜넣은거며굳이 둘째를 그렇게 해야했어야만했나....무튼 나쁘진않았으나 마무리만 잘했으면 곤지암 ...,,,,,,,,,,
10435,간만에 공포느낌!온 몸으로 영화 본 느낌 양측어깨가 다 아프다.시간 가는줄 모르고 봤어요.,,,,,,,,,,
10436,우리나라 올해 공포영화중 그나마 볼만한듯ㅋ,,,,,,,,,,
10437,구마 사제 영화 드라마 중에 최고다..박소담 이루 악마 연기는 따라올 사람이 없지만스토리와 결말이 너무너무 인상깊습니다,,,,,,,,,,
10438,재밌게 잘봤음. 전체적인 구성도 나쁘지 않음.,,,,,,,,,,
10439,여태껏 본 한국영화 중 가장 많이 놀랬던 영화였던 덧 같다 ,,,,,,,,,,
10440,썸타는사람이랑 꼭 보러가세요스킨쉽 100프로 하게 됩니다,,,,,,,,,,
10441,소름이  쫙 끼칠 정도로 끔찍한 영화입니다,,,,,,,,,,
10442,성동일  이번 연기못했음.,,,,,,,,,,
10443,존잼인데 졸라 무서움;;; 다들 결말 허무하다 뭐 이러는데 끝까지 재밌던데....,,,,,,,,,,
10444,결말이 뜬금없었지만 그래도 가족간에 생길 수 있는 불신...분노는 악마가 제일 좋아하는...여튼 봐보세요!!!,,,,,,,,,,
10445,내가 왜 기독교물을 지금까지 배척했었는지 까먹고 봐버렸는데 역시나였다....포인트로 본다고 아무거나 예약했던 과거의 나 반성하자...무서운것도 아니고 쫄리는것도 아니고 그냥 불쾌함만 가득함,,,,,,,,,,
10446,초반엔 재밌었으나 후반갈수록 개노잼 나나 여자친구나 평점 후한편인데 둘다 개노잼이라했으니 말다함,,,,,,,,,,
10447,못만든 검은 사제들둘째 딸은 서러우니 보지마요,,,,,,,,,,
10448,아 진짜 처음 씁니다. 초반 한시간 진짜 재밋었습니다. 그런데 마지막 한시간은 삼류드라마보다 못하네요 끝까지 좀 잘 만들었으면...밑에 진짜 영화가 변신같다는 분 완전 공감합니다. 아쉽네요 정말....제목 변신. 영...,,,,,,,,,,
10449,배우들 연기가 끝까지 끌고온 셈부조화의 끝,,,,,,,,,,
10450,그냥 저냥 볼만함 근데 구마하는게 검은 사제들에 비해 너무 허접함... 중반이후부터 스토리 개연성도 너무 떨어지고..,,,,,,,,,,
10451,한국영화 이정도면 괜찮다고봄.봉오동전투처럼 약간 코메디 있을줄알고 애들하고봤는데 우울했음.가족하고보면 안되는영화.,,,,,,,,,,
10452,좀 허접함..지하실은 컨저링 느낌나게하려고 그런거같은데 별로..스토리 억지느낌,,,,,,,,,,
10453,아쉽고도 아쉽게 봤네요. 더 신선하고 완성도 있게 만들수 있었을텐데.. 편집의 문제였나..흠냐..,,,,,,,,,,
10454,공포영화자체가 b급 장르이긴한데 우리나라 공포영화는 왜이렇게 b급 냄새를 풍기는지...항상 이런거볼때마다 생각나는건 컨저링이 진짜 잘만든영화구나 라고 느낍니다,,,,,,,,,,
10455,졸라무서움 ㄹㅇ 귀로 듣는 영화,,,,,,,,,,
10456,나만 들쑥날쑥 한느낌  든건가 연기는진짜최고인데 내용은잘 전개가 이상한거같다.,,,,,,,,,,
10457,앞부분은 상당히 괞찮은데 결말은 조금 아쉬운 부분이 있네요 개인적인 평점은 7.5 정도 인것 같습니다나름 볼만 하네요~,,,,,,,,,,
10458,무섭기는 더럽게 무서움 예측 안되는 부분들도 있고해서 좋았음 근데 연계과정에 불필요한 장면들이 몇몇 있어서 별로...둘째만 파고 있었는데 끝날때까지 둘째에 대한 코멘트가 없는건 아쉬웠음 심리적으로 사람을 오그라들게 ...,,,,,,,,,,
10459,무섭기보다는 겁나 놀라게하는영화,,,,,,,,,,
10460,기대안하고 봤는데 긴장감과 공포감은 한번에 잡은 영화네요~ 탄탄한스토리로 지루하지도 않고  잼있게봤어요~,,,,,,,,,,
10461,어린 친구들 특히 절대 보지 마세요,,,,,,,,,,
10462,검은사제들 사바하 변신 이 셋중에 난 이게 제일 재밌었음.아니여도 볼만합니다,,,,,,,,,,
10463,전반부 중반부에 비해 후반부 마무리가 좀 아쉬운 느낌.. 명작이라고 하기엔 아쉬운 영화,,,,,,,,,,
10464,예고편 보고 갔지만 인생 최악의 영화였다.,,,,,,,,,,
10465,호불호갈림. 어이없어 웃거나 무서워하거나.어이없어 웃김.,,,,,,,,,,
10466,봉오동 전투에 이어 OOO기 작품 하나더 감상했네요. 아무 개연성없는 공포장면만 나열하 놨네요.영화를 보고 한참을 어이없어 헀습니다. 감독이 뭘 의도 했는지 전혀 알수가 없네요. 이런 쓰레기가 다시는 안 나와 한국영...,,,,,,,,,,
10467,잇님들... 알바댓글 어떻케하면 돈벌어요 ?저도 지금 백수라 벌고싶어서 돈이 입급되는건가요? 계좌번호 알려주면 ?웃지마세요 진짜에요 ...,,,,,,,,,,
10468,최악 쓰레기 그 자체 1점도 아깝다,,,,,,,,,,
10469,배우들연기력이아깝다,,,,,,,,,,
10470,이상한 영화 ㅠㅠ 보고 기분나뿐 영화,,,,,,,,,,
10471,공포  말이안되긴하지만  처음에는재미있는데 지릇해 보고나니 돈아깝네요,,,,,,,,,,
10472,보지마 제발....엑시트봐....완성도 개 떨어짐,,,,,,,,,,
10473,너무너무 아까운 내돈흑흑,,,,,,,,,,
10474,피곤해지는 영화.. 소재는 좋은데 왜 산으로가는지ㅠ,,,,,,,,,,
10475,연기는 좋았으나 불필요한 장면이 너무 많았네요ㅠㅠ 무서운 걸 좋아하는 편이라 그런 건지 별로 무섭지도 않았고요...,,,,,,,,,,
10476,검은사제들 이후 자꾸이상해져 요 ㅠㅠ,,,,,,,,,,
10477,검은사제들 오컬트적인 느낌과 곡성의 심리전을 섞어보려 했지만 대실패.,,,,,,,,,,
10478,관람객입니다. 영화는 특수효과,,,,,,,,,,
10479,최악의 수준의 영화 목격자보다도 더 심한 수준의 퀄리티 마지막 씬은 감독이 평소에 어떤 생각을 가지고 살고 있는지 옅볼 수 있음,,,,,,,,,,
10480,디 워 이후에 모든 지뢰를 다 피했는데 딱 하나 이걸 못 피했다...엄마 아침 식사씬 까지만 찍고 영화 냈어도 6점은 줬을듯,,,,,,,,,,
10481,후속작이 나오면 좋겠다는 생각이 들만큼 재밌게 봤어요. 솔직히 최고입니다.,,,,,,,,,,
10482,가족이 다 모여있는 와중에 둘째딸이 없는걸 모른다고..?,,,,,,,,,,
10483,사자보단낫다...암전보단백만배낫다... 검은사제들보다무섭다...,,,,,,,,,,
10484,영화 초반은 검은 사제들을 보는것 같았고,,,,,,,,,,
10485,지난번에  본 사자는 별로 였는데~ 이건 괜찮네용^^ 잘봤어용^^,,,,,,,,,,
10486,대박추천입니다! 진짜 소름이 끼친다고 해야되나요 입막고 봤네요 끝나니깐 입주변 화장다지워졌다는 ㅎㅎ,,,,,,,,,,
10487,엄청 기대하고 본 나로써는 살짝 실망하기는 했지만.. 무섭고 재밌었음.,,,,,,,,,,
10488,한국영화도 이런 다양성이 필요하다고 생각함. 나름 충분한 재미는 있음.,,,,,,,,,,
10489,솔직히  최근 본 영화중에 젤 무서웠음. 소리로 깜짝깜짝 놀라게 하는거 보니 생각보다안무서워서 소리작업에 심혈을 기울인듯. 스토리는 후반부로 갈수록 별로긴 한데 중반부까지 쫄깃하게 흘러감,,,,,,,,,,
10490,변신 보고 나시면 웬만한 호러 영화는 이제 영화 같지도 않게 느껴질지도 모릅니다. 아무튼 이거 진짜 뻥 안 치고 후유증 엄청납니다. ㄷㄷ,,,,,,,,,,
10491,확실히 엄청 무섭다 싶은 장면은 없다. 하지만 분위기 연출이 뛰어난 영화임은 분명하다.,,,,,,,,,,
10492,무서워 죽는 줄 알았어요 무서운 거 못 보는 분들은 절대 보지 마시길 웬만한 스릴러 아니고 쌉공포임,,,,,,,,,,
10493,어후 공포영화 못보는 사람은 보지마세요...  내가 미쳣지 이걸 보다니 돌앗어....,,,,,,,,,,
10494,흐읍....  했다가흐음.... 했음근데 난 영화 안봤음영화도 안 봤는데 평점은 왜 달수 있게 한거야,,,,,,,,,,
10495,재미없든데 개연성도 너무 적고 백윤식 너무 어색하고..악마...악센트 왜 그런지..검은사제들 박소담과 너무 비교됨...성동일은 좀 무서웠음,,,,,,,,,,
10496,정말 소름돋게 연기 못해서 완전4류영화,,,,,,,,,,
10497,이런 출연진들로 이렇게 영화 만들기도 어려울듯... 떡밥회수도 안하고 급전개 급결말.. 왜봤을까요..,,,,,,,,,,
10498,공포영화 클리셰가 다 들어간,,,,,,,,,,
10499,무서운거 좋아하는사람은 그닥임 너무 뻔한스토리무서워서 똥질질싼다는데 놉 배우 성동일님 배성우님은 연기잘하심 영화평점2 연기평점10 연기는 최고인듯 재밌겠다로 시작해서 응?이게 끝이야?하고 끝남,,,,,,,,,,
10500,진짜 최근 영화 중에 가장 공포영화 다웠고 넘 재밌어요ㅠㅠㅠ,,,,,,,,,,
10501,살면서 본 공포영화중에 젤무서움변신의 의미가 정확히 전달됨,,,,,,,,,,
10502,잼나고 무서웠다우리나라 영화 많이 발전했다,,,,,,,,,,
10503,연기는 좋은데.. 스토리가ㅎㅎㅎ 알바 댓글에 속았다,,,,,,,,,,
10504,댓글이나 스포 안보고 극장가서 관람 하길 추천합니다. 올해 본 영화 중 제일 흥미진진 했어요.,,,,,,,,,,
10505,그냥 기대 안하고 봤는데 재밌었다,,,,,,,,,,
10506,필리핀 할아버지가 제일 불쌍하다,,,,,,,,,,
10507,연기력 연출력 스토리 다 좋았음. 이 정도면 충분히 잘 만들었다고 본다.,,,,,,,,,,
10508,안봤는데그냥 ㅋㅋㅋ기모띠,,,,,,,,,,
10509,충격적이긴 하지만 나름 재밌게 봄. 마지막에 다 살았으면 좋았을텐데 ㅠㅜ,,,,,,,,,,
10510,엑소시즘에 대해서 어느정도 공부하고 만들던가 다르게 할꺼면 좀 무섭게 하던가..신부가 악마를 가두고 십자가에 몸이 박혀 죽는다?..ㅋㅋㅋ뻔한 스토리다. 카톨릭에서는 구마의식이 무슨 거창하게 이뤄지고 있는것 같지만 개...,,,,,,,,,,
10511,소재와 설정은 기가막힌 선택이었는데 뒷마무리는 너무 뻔한 결말로 가서 아쉽다. 그래도 꽤 분위기도 무서웠고 특수효과들도 퀄리티가 있더만.,,,,,,,,,,
10512,진짜 오마주도 아니고 참고도 아니고 온갖 공포영화 연출과 클리셰는 다갖다가 이것도 넣을랭!하면서 만든 영화같아요 개봉영화 찾아보다가 아 이런건 평점이 몇점이려나 하고 찾아와봤습니다 네이버영화평점 믿으면 안되겠네영 이...,,,,,,,,,,
10513,중반까지는 좋았는데 ...그뒤는 좀 아쉽네요 ㅎㅎ,,,,,,,,,,
10514,꿀잼 꼭 보세요 영화 잘만들엇어요,,,,,,,,,,
10515,클리셰들을 적절히 깼습니다... 한국 공포영화의 미래가 밝네요ㅎㅎ,,,,,,,,,,
