,content,,,,,,,,,,,,,,,,,
2750,고어물못보는데 이 영화는 괜찮았다. 아마 삭제가 없는 3시간 이상짜리 것은 극장 상영힘들꺼라는데 그걸 보고싶다. 이해 안가는 부분이 많아서 보고싶다.,,,,,,,,,,,,,,,,,
2751,러닝타임에 비해 짧게 느껴짐데드캠프를 잘만들면 이렇게 되려나,,,,,,,,,,,,,,,,,
2752,아오 OO 기분드럽네ㅡㅡ,,,,,,,,,,,,,,,,,
2753,개꿀잼ㅋㅋ 오함마로 뚝배기깬다는걸 직접볼수있음ㅋㅋㅋ,,,,,,,,,,,,,,,,,
2754,이게영화냐? OOO기구만 살다살다 OOOO같은영화는 처음이네,,,,,,,,,,,,,,,,,
2755,우왕 굿 힐링되네요~!!,,,,,,,,,,,,,,,,,
2756,그냥 개똥을 찬양하면 뭐 있어보이는 줄 아냐? 개똥들 싸고 있네,,,,,,,,,,,,,,,,,
2757,최악이었다 이영화에서 의미를 찾으려고 했던 내가 바보스럽다그저 이상한 영화 제대로 된 의미를 찾을 수 없었다,,,,,,,,,,,,,,,,,
2758,ㅋㅋㅋ마지막 주인공의 바뀐모습이..,,,,,,,,,,,,,,,,,
2759,남들과는 달라보이고 싶었던 감독의 치명적 실수는 그의 각본에서 드러났다,,,,,,,,,,,,,,,,,
2760,최고의 밝은 호러 영화... 확장판 빨리 내주세요!,,,,,,,,,,,,,,,,,
2761,굉장히 깊은 해석이 가능한 영화. 복선 하나하나를 고려하면서 봐야 합니다.,,,,,,,,,,,,,,,,,
2762,감독 대가리에 뭐들었는지 궁금하다2,,,,,,,,,,,,,,,,,
2763,불을 좋아하는 감독 ㅋㅋ 오컬트,,,,,,,,,,,,,,,,,
2764,알고보면 더 재밌을것 같다 엔딩이 맘에듬,,,,,,,,,,,,,,,,,
2765,끔찍하지만 재밌어요^^,,,,,,,,,,,,,,,,,
2766,기괴하고 기이한 그 잔상은 오래갈 것 같은 충격은 아니지만,,,,,,,,,,,,,,,,,
2767,"기묘한 상징들로 가득 채워 붕- 띄워놓은 열기구에 태워놓고생각지도 못한 고도에서 펑-터뜨려 정신을 추락사시킨다.한국어보다는 영어단어가 더 적절한 것 같다""weird""",,,,,,,,,,,,,,,,,
2768,연출 연기 음악 영상미 다 대박인데 유전에 비하면 너무나 익숙한 세계관의 스토리가 아쉬움,,,,,,,,,,,,,,,,,
2769,지구에서 가장 따뜻한 영화.,,,,,,,,,,,,,,,,,
2770,한낮의 축제처럼 아름다운 관계를 꿈꾸지만 우리는 소외되지 않기 위해 상대방을  도살하고 있는지도 모른다.,,,,,,,,,,,,,,,,,
2771,유전과는 반대의 결말. 영화보다가 공황장애 올 뻔했다,,,,,,,,,,,,,,,,,
2772,돈주고 사이비 체험다녀온 느낌 주인공이 트라우마를 이겨내는 힐링 로맨스 영화! 펠레~~^^,,,,,,,,,,,,,,,,,
2773,정신 혼미.. 시간가는줄 몰랐어요,,,,,,,,,,,,,,,,,
2774,이건 철저히 주인공시점에서 힐링물이라는 친구의 해석에 두번 감탄.,,,,,,,,,,,,,,,,,
2775,아리애스터 감독은 정말 대단한 것 같다,,,,,,,,,,,,,,,,,
2776,와 정말 색달랐던 시간이었어요,,,,,,,,,,,,,,,,,
2777,한낮의 소름끼치는 축제,,,,,,,,,,,,,,,,,
2778,사람 자체의 광기를 충분히 보여준 영화,,,,,,,,,,,,,,,,,
2779,혼자 보려 갔는데,,,,,,,,,,,,,,,,,
2780,가족이라는 끈끈함이 주는 공포 호러물,,,,,,,,,,,,,,,,,
2781,소름끼치는 그들만의 축제,,,,,,,,,,,,,,,,,
2782,뒤에 남는 게 있네요. 의외로 보고 난 후 좋았어요.,,,,,,,,,,,,,,,,,
2783,기괴하네요 유전보다 무서운건 아닌데 심적인 공포는 이게 더한것 같아요,,,,,,,,,,,,,,,,,
2784,찬란하고 따뜻한 지옥갔다온느낌.평화롭고 목가적인 풍경과 상반되는 기괴한 의식. 호불호가 갈리겠지만 저는 호 였어요.,,,,,,,,,,,,,,,,,
2785,분위기로 봐서는 하나도 안공포스러운데 왜이렇게 무서운걸까 ㅜㅜ,,,,,,,,,,,,,,,,,
2786,내가지금 뭘 경험하고 나온거지!,,,,,,,,,,,,,,,,,
2787,끝을 알 수 없는 긴장의 연속,,,,,,,,,,,,,,,,,
2788,잼써요 ㅋㅋㅋ이런 영화는 첨보네요,,,,,,,,,,,,,,,,,
2789,아래이스터감독이 말하고자하는 바는 확실히 전ㄷ잘된 듯 싶다.,,,,,,,,,,,,,,,,,
2790,영화에 취하는 기분이란 이런것일까,,,,,,,,,,,,,,,,,
2791,보면볼수록 충격적이고 쇼킹하다,,,,,,,,,,,,,,,,,
2792,내 정신이 이상해지는 기분 ㅋㅋㅋ충격적이다,,,,,,,,,,,,,,,,,
2793,불편하고 불쾌하고의미를 모르겠다는 반응은 자연스러운것. 불쌍하지만 주변사람들을 불편하게 만드는 대니를 자유롭게 만드는 곳은 자신들의 광기를 자연스럽게 받아드리는 아름답지만 잔혹한 그곳. 우리는 자신의 깊숙한 어느 그...,,,,,,,,,,,,,,,,,
2794,밤이 아닌데도 이렇게 무섭다니요ㅠㅠㅠ,,,,,,,,,,,,,,,,,
2795,절제된 잔인함. 절대 슬래셔 무비처럼 의미 없는 고어는 아닌듯.,,,,,,,,,,,,,,,,,
2796,전작인 유전보다 더 오컬트한 면이 강해졌다 사이비종교인들의 맹목적인 신앙심의  무서움을 진짜 잘 표현함,,,,,,,,,,,,,,,,,
2797,너무 재밌고 고퀄이고ㅜㅜ한번더보고싶다이런 소재는 도대체 어떻게 생각하는걸까 대단해,,,,,,,,,,,,,,,,,
2798,감독은 아무래도 정신병원 치료받거나 잠재적 범죄자로 감옥 가야할듯 제대로된 정신상태면 이런영화 못만듬,,,,,,,,,,,,,,,,,
2799,OO싸이비들. 어딜가나 다있네. 평론가 쓰레기들아 평점 똑바로 매기라.,,,,,,,,,,,,,,,,,
2800,이 영화를 보는내내 지옥 같은 시간이였다....올해 본 영화 중 최! 악!,,,,,,,,,,,,,,,,,
2801,원래 우울하고 고어한 영화를 좋아해서 그런지 마지막 순간 모든 것을 치유받았다는 느낌이 들어 홀가분해졌던 영화. 유전도 재밌게 봤었는데 이 영화를 본 다음엔 본격적으로 감독의 팬이 된 것 같음,,,,,,,,,,,,,,,,,
2802,기괴한 부분도 많지만.. 기억에 오래남고 특이하고 신선한 영화..무지 재미있게 봤음,,,,,,,,,,,,,,,,,
2803,시간이 아깝다,,,,,,,,,,,,,,,,,
2804,아열받네...그러니까 살인마들 집단이란거야??인간의 생명가지고 장난친다 뭐이런냐용??,,,,,,,,,,,,,,,,,
2805,사이비가 이리도 무서운거임ㄷㄷㄷㄷ 무슨 말을 하고싶은건지 모를 기괴한 영화..근데 더미가 넘 가짜같아 몰입이 안되네ㅋㅋㅋㅋ 단체로 미친것들 보는 2시간 40분짜리 병맛영화..감독은 돈이 썩어나냐? 유전보고 아차싶었는...,,,,,,,,,,,,,,,,,
2806,유전은 리얼이라 생각할만큼의 설득력 있는 디테일한 설정들과 섬뜩함을 느끼게 해줄 배우가 있었는데 미드소마는 그런 건 없고 영문 모를 기괴함만 더해졌네 전작의 호평에 부담이 됐던 탓일까,,,,,,,,,,,,,,,,,
2807,처음 10분과 마지막 5분이 너무 아름다워서 눈물이 났어요,,,,,,,,,,,,,,,,,
2808,1점도 아까움 보고나서 숨이 잘 안셔져요,,,,,,,,,,,,,,,,,
2809,슙 노잼이고 ㅜㅜ ㅜㅜ 아 ㅅㅂ,,,,,,,,,,,,,,,,,
2810,이 영화를 엔딩크레딧까지 보시면내가 뭘본거지..? 라는 느낌을 받으실껍니다.(경험담),,,,,,,,,,,,,,,,,
2811,영화관에서 모노 야덩 볼수있습니다 심리학 좋아하는분들 적극 추천,,,,,,,,,,,,,,,,,
2812,백인남자 주인공 고추 나옴.  언냐들 궁금하면 꼭 좀 봐줘,,,,,,,,,,,,,,,,,
2813,서스페리아와 더불어 올 해 정신적으로 느낄 수 있는 가장 극한의 카타르시스를 느꼈습니다,,,,,,,,,,,,,,,,,
2814,진짜 ㅋㅋㅋㅋ친구랑 쫄보라서 손잡고봄,,,,,,,,,,,,,,,,,
2815,정신이 멍함ㅡㅡ 으으 기괴허더,,,,,,,,,,,,,,,,,
2816,귀신 나오는 공포는 진짜 못보고 고어는 또 엄청 좋아하는데 약간.. 아름다운 B급고어 영화 본 느낌... 영상미가 반은 넘게 먹고 들어갔음. 진짜 잘 만들었는데 호불호 무지하게 갈릴듯. 개인적으로 나는 엄청 좋았음....,,,,,,,,,,,,,,,,,
2817,비극 같은 희극,,,,,,,,,,,,,,,,,
2818,출연진들..홀딱 벗은 온 몸 보여줄 만큼 대단하지는 않았는데..니들 어쩌냐~~ 아무데서나 함부로 벗지 말자 ㅠ..잭~~ 왜그랬어~~ ㅠ..사이비종교의 위험은 엄청났음 무서버..그지같아..ㅠ,,,,,,,,,,,,,,,,,
2819,잔인한 장면들이 있기는 하지만 공포영화보다 가까운 이들의 무관심에 상처받은 주인공의 성장기에 가깝지 않나 싶네요. 관객 본인이 평소에 생각하는 수준만큼 기억에 남는 영화인 것 같아요.,,,,,,,,,,,,,,,,,
2820,오프닝부터 신선했다ㅋㅋ보는 내내 긴장되서 혼남,,,,,,,,,,,,,,,,,
2821,개굿 꼭보셈 나만 안당..아니 나만 볼수없음,,,,,,,,,,,,,,,,,
2822,안본눈 삽니다. 잔인한거 못보시는분들 보지마세요,,,,,,,,,,,,,,,,,
2823,해맑고 밝고 기괴한 천국입니다. 우리의 시선에서는 지옥이지만 그들에게는 이상적인 이상한 공간을 보고 온 느낌이에요.,,,,,,,,,,,,,,,,,
2824,확실한건. 대단한 영화라는거,,,,,,,,,,,,,,,,,
2825,끊임없는 긴장의연속...;; 유전을 인상깊게 봤다면 미드소마도 픽!,,,,,,,,,,,,,,,,,
2826,아름다운 영상.. 아리애스터 감독의 역량은 또 한번 나를 놀라게 했다,,,,,,,,,,,,,,,,,
2827,공포영화 중에서도 손에 꼽을 것 같아요,,,,,,,,,,,,,,,,,
2828,카밀장임입니다 미드 선픽이요,,,,,,,,,,,,,,,,,
2829,이감독은 진짜 천재인가ㄷㄷㄷ 유전도 신박했는데 이건 더하네.. 진짜 소름돋았다,,,,,,,,,,,,,,,,,
2830,가족들,,,,,,,,,,,,,,,,,
2831,영상미가 보는 내내 너무 제 취향이고 예뻐서 점수 좀 드립니다. 잔인한거는 크게 나오지 않고 초반부터 후반까지 잔잔한 편입니다. 초반엔 특히 지루할 수 있고 전체적으로 상징적인 부분이 많이 있는 편이라 이해하기 힘들...,,,,,,,,,,,,,,,,,
2832,이해할수없는 문화를 그리며 실제로 있을법한 느낌으로 만들었으나,,,,,,,,,,,,,,,,,
2833,이게뭐여...사이비 광신도 마을인가...난 별로 공포스럽지 않았다.곡성이 훨씬...^^;;,,,,,,,,,,,,,,,,,
2834,으앙 이거 이상해...,,,,,,,,,,,,,,,,,
2835,아 개운하고 좋네요~~~~,,,,,,,,,,,,,,,,,
2836,개 또라이 영화. 재밌긴 했다.,,,,,,,,,,,,,,,,,
2837,엔딩속 대니의 미소에서 카타르시스를 느낌...,,,,,,,,,,,,,,,,,
2838,마음이 불편하면서도 뭔가 신비로운 느낌정말 약빨면 이런 느낌이구나 정신병 걸린 느낌임영상미도 연기도 정말 좋았고 해외에선 이 영화를 empathy,,,,,,,,,,,,,,,,,
2839,백야의 공포라니. 놀랍고 무섭다,,,,,,,,,,,,,,,,,
2840,내가 그 축제에 갇혀 고문 당하는 기분,,,,,,,,,,,,,,,,,
2841,차원이 다른 공포영화,,,,,,,,,,,,,,,,,
2842,재미,,,,,,,,,,,,,,,,,
2843,정말 놀라운 작품입니다. 이 감독은 천재임에 틀림없을 듯.. 공포라는 장르에서 혁명수준이네요. 밝은 대낮의 공포물이라니.. 곳곳에 숨은 가득찬 메타포들도 흥미로웠고,,,,,,,,,,,,,,,,,
2844,그냥 한마디로 최악이었어요 ....  ㅡㅡ 그냥 괜히봤다라는 생각 ....  ㅡㅡ  그냥 무슨 야동을찍지 ....  어떤분이 쓴것처럼 야동 극장판 보는것 같았어요 ....  진짜 감독 제정신인가 완전 변태세끼네 쯧쯧...,,,,,,,,,,,,,,,,,
2845,유전,,,,,,,,,,,,,,,,,
2846,여주년 명치 존나 때리고 싶다. 영화보면서 질질짜는게 이렇게 보기 싫냐 짜증나,,,,,,,,,,,,,,,,,
2847,다 알바에요? 진짜 돈아까움,,,,,,,,,,,,,,,,,
2848,무서운거 좋아해서 봤지만 무섭진 않고 기분만 더러움제물을 받치려면 지들 중에서 받치든지 아무 죄도 없는 외부인을 죽이는지.신을 위해 윤리를 버린 민족의 추악함을 보았음. 지금도 짜증남 왜봤지 이영화;아니 세간에서는 ...,,,,,,,,,,,,,,,,,
2849,영화잘못골랐다...,,,,,,,,,,,,,,,,,
2850,제발 당신은 영화를 만들지 말아주세요. 제발.. 영화를 만들지 마세요..,,,,,,,,,,,,,,,,,
2851,앞으로 유전 미드소마 감독작은 무조건 본다,,,,,,,,,,,,,,,,,
2852,초반에 흥미진진 했는데 갈수록 ... 배드신에서 현타왔어요 .. 아...,,,,,,,,,,,,,,,,,
2853,진짜 영상미도 좋고 스토리도 좋았다. OST도 미쳤음 ㅠㅠ,,,,,,,,,,,,,,,,,
2854,고어물,,,,,,,,,,,,,,,,,
2855,영상이 너무 이쁘고 이런류 공포영화 좋아해서 약간 루즈해져도 재밋게 봤음,,,,,,,,,,,,,,,,,
2856,영화 전체적인 미장센,,,,,,,,,,,,,,,,,
2857,완전 꿀잼입니다. 공포물 매니아인데 많이 무섭지는 않지만 재미있게 봤어요 무섭진 않고 이런 분위기 너무 좋아합니다..재미있어요,,,,,,,,,,,,,,,,,
2858,사이비 광신도 집단.. 이런류의 뉴스를 실제로 많이 접해서인가 의외로 내용적으론 신선함을 느끼진 못했지만 어두침침하지 않고 낙원,,,,,,,,,,,,,,,,,
2859,이게 영회냐 쓰레기냐 호러냐 코미디냐?마야 미모빼고 볼게 없는 OOO기 영화. Imdb 평점에 개 낚였네,,,,,,,,,,,,,,,,,
2860,뭘 말하는거야인간은 잔인하다?사이비 종교 조심하라?여자 조심하라고?시간아깝다,,,,,,,,,,,,,,,,,
2861,진짜 노잼이요....,,,,,,,,,,,,,,,,,
2862,감독 색이가 싸이코패스인데 지 정신상태를 표출한영화 근데왜 관객들 돈을뺏어가냐고 개;샹마이웨이야,,,,,,,,,,,,,,,,,
2863,볼만한데,,,,,,,,,,,,,,,,,
2864,공포영화라는데.... 전개가 너무 느리고 암시도 많이 주어서 뻔히 예측되는 전개로 인해 긴장되지 않고 무섭지도 않다. 음산한 음악과 마을사람들의 기괴한 구호가 청각적으로 불쾌감을 주어서 괜히 사람을 쫄게 만들지만 그...,,,,,,,,,,,,,,,,,
2865,스토리는 별거없고 뻔함. 근데 영화 연출이 모든걸 커버함. 보는내내 장면 하나하나가 꽃요정스럽게 아름다워서 영화가 루즈함에도 지루하지는 않았던듯.,,,,,,,,,,,,,,,,,
2866,전개 느리고 잔인하지만 사이비 또는 컬트를 왜 하게 되는지 이해가 됨  마지막에 주인공이랑 같이 만족하고 있었음,,,,,,,,,,,,,,,,,
2867,르네 OOO 희생양 이론 그대로 옮겨놨네. 란티모스는 응용에 상징이라도 썼지. 이게 뭐람.,,,,,,,,,,,,,,,,,
2868,으으으 하허허허내 눈이 잘못된건가?,,,,,,,,,,,,,,,,,
2869,괴이하게 바라보는 내가 괴이한 사람이 되는,,,,,,,,,,,,,,,,,
2870,스토리 내용도 지겹고 여자 주인공 너무 못생김중국 여자 몸매,,,,,,,,,,,,,,,,,
2871,취향에 따라 호불호 갈리는건 알겠는데 이건 이정도 평점받을 영화는 아니라고 생각하는데.. 영상미,,,,,,,,,,,,,,,,,
2872,유전까지는 굉장히 좋다 생각했는데  미드소마는  진짜  더러운 쓰레기 영화네  감독 아마 정신병 걸린듯,,,,,,,,,,,,,,,,,
2873,드럽고 불쾌해 머이딴게다있냐 근데 72세에죽는건맘에드네,,,,,,,,,,,,,,,,,
2874,일상을 벗어나 우정과 공동체 유대감을 몸소 체험하게 되는 힐링 무비,,,,,,,,,,,,,,,,,
2875,(소나를 픽하며) ㅁㄷ,,,,,,,,,,,,,,,,,
2876,평점이 너무 낮다 대단한 영화,,,,,,,,,,,,,,,,,
2877,유전도 재미있게 봐서 이번 영화도 개봉하고 바로 봤었는데 영상이 이뻐서 즐거웠어요,,,,,,,,,,,,,,,,,
2878,꿀잼이네ㅋㅋㅋㅋ 약간 정신나간분위기 좋아하시는분 취향에 맞겠네요 근데 가족이랑 같이보기는 힘들거같네요ㅋ 감독 창의력이 대단한듯,,,,,,,,,,,,,,,,,
2879,아이가 느껴져요? 이게 무슨 영화입니까,,,,,,,,,,,,,,,,,
2880,공포의 한 획을 그었던 제임스 완을 이을 두번째 감독. 유전부터 미드소마까지.. 정말 앞으로의 영화가 너무 기대됨. 신선 그 자체.,,,,,,,,,,,,,,,,,
2881,정말 잘 만든 대낮 공포영화! 솔직히 엄청 기괴하긴 하지만 개인적으로 너무 재미있게 봤는데 평점이 생각보다 많이 낮네요;;; 깜놀 공포가 아닌 기괴소름 공포를 좋아하시는 분들에게 추천!!,,,,,,,,,,,,,,,,,
2882,긴장감은 볼만하나 솔직이 영화가 빨리 끝났으면 했다. 감독이 무슨 의도로 그렇게 역겨운 장면들을 연출했는지 모르겠다. 문화의 차이인가?청국장을 먹으면서 달디단 아이스크림을 먹는것 같은아이스크림에 고추장 토핑을 올려 ...,,,,,,,,,,,,,,,,,
2883,유전생각하고 갔다가 대참사맞았음,,,,,,,,,,,,,,,,,
2884,와 이거 진짜 재밌음 꼭한번 보세요 꼭이요,,,,,,,,,,,,,,,,,
2885,오랜만에 본 오컬트 수작. 스트라빈스키의 봄의 제전을 영화로 본 느낌. 훌륭한 연출과 디테일. 근데 가족들이랑 보긴 좀 그럼.,,,,,,,,,,,,,,,,,
2886,고어영화인줄 모르고 봤는데 2시간 20분 어떻게지나갔는줄 모름.,,,,,,,,,,,,,,,,,
2887,난 나름 재밌게 봤는데 호불호 엄청 갈릴 거 같긴함 ㅋㅋ 영화가 전반적으로 제정신이 아닌거 가틈,,,,,,,,,,,,,,,,,
2888,옆친구는 0점 나는 10점,,,,,,,,,,,,,,,,,
2889,슈룸영화네 그냥 ㅋㅋㅋ,,,,,,,,,,,,,,,,,
2890,내 인생 최고의 충격적인 영화...진심 감독의 천재성에 놀라고 영화 보는 내내 집중할수 밖에 없었던..이영화 해석이 궁금하다,,,,,,,,,,,,,,,,,
2891,헉 소리가 나는 비주얼에 정신이 혼미했다.미드소마는 21세기에 등장한 아찔한 컬트 영화가 분명해 보인다.,,,,,,,,,,,,,,,,,
2892,괜찮아요 이렇게 잘만든 영화는 오랜만이네요,,,,,,,,,,,,,,,,,
2893,이게 생지옥이구나 싶다..감독은 천재인거 같다. 음악이나 영상미나.. 장치가 너무 많고 하나씩 찾는 재미에 봤다. 근데 해석을 위해서 다시 볼 용기가 안난다.,,,,,,,,,,,,,,,,,
2894,까고 싶어도 깔 부분이 없다 개인적인 기준에서 완벽에 가까움,,,,,,,,,,,,,,,,,
2895,나만 괜찮게 봤나? 어떤 이상향을 만들고 그걸 믿는 집단 혹은 종교 기괴함이 예쁜 화면에 거부감이 낮아지게 만드는 기술이 신선했다  독특하지만 고어느낌 정도는 아님,,,,,,,,,,,,,,,,,
2896,아즈텍같은 원시문명을 보여주는 영화 그런데,,,,,,,,,,,,,,,,,
2897,감독이 무슨생각으로 이런 영화를 만들었을까?암튼 정상은 아니다~ㅠㅠ,,,,,,,,,,,,,,,,,
2898,아..제발 이런거 만들지마..감독이 무슨생각인지 머릿속으로 들어가서보고싶다,,,,,,,,,,,,,,,,,
2899,아 진짜 솔직히 모르겠다..Vod로 11,,,,,,,,,,,,,,,,,
2900,존윅이 무장한채로 이 마을에 왔다는 가정 < 이게 존나 공감 많이 받았네 ㅋㅋ개웃김 걍 남자 다 OOO 메갈 영화임 개꿀 자이루 ㅇㅅㅇb,,,,,,,,,,,,,,,,,
2901,와 이건 둘이 갔다가 혼자 나와버릴 수도 있어요. 대박입니다.,,,,,,,,,,,,,,,,,
2902,진짜 잘만듬..;; 하나하나 디테일이 살아있네,,,,,,,,,,,,,,,,,
