,content,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
4304,이런 아이디어와 스토리가 99년도 영화에 반영 됐다는 것만 해도 소름이 돋는다.. 그외에도 촬영 기법이나 액션씬 등 어느부분에서도 모자람이 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,나온지 20년이 다되어가지만 명화는 명화다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,신화의 시작. 그 시작은 전설이 됐다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,다시봐도 최고의 영화다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,WHAT IS REAL? THIS IS REAL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,이건 10점만점에  11점짜리야 얘들아,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,다시 봐도 최고인 영화.. sf영화의 새로운 장을 열었다고 생각해요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,진짜 최고 최고.    많은 영화를 보고 또 다시 봤지만 매트릭스 시리즈만큼 다시 보기한 영화가 없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,내 인생을 바꾼 영화...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,말이필요없음!@!@!@!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,미친영화. 역사에 길이 남을 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,빽투더쀼쳐!하핳핳항,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,명작 중의 명작 20세기영화인게 더 놀라움,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,개봉 당시 포스터부터 이미 최고였음;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,완벽한 영화. 수OO이 지나도 촌스럽지 않을영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,당시엔 놀란감독보다 더 천재로 불리었던 두형에....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,그저그저 볼만 했구나...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,sf 영화계에 반향을 불러 일으킨 걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,sf 액션 장르는 매트릭스 이전 이후로 나뉜다고 해도 과언이 아님심지어 1999년작으로 최신 c g로 무작정 때려박는 무식한 영화하곤 비교불가임 . 연출력이나 모든 면에서도 최근 영화에 뒤쳐지긴 커녕 오히려 압도적임...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,현실을 리메이크한 구성,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,이런 작품이야 말로  '한수'  앞을 바라본 것이라 말할 수 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,이 영화는 100번을 봐도 내용이 새롭다 철헉적이면서 20세기 세기말 최고의 액션 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,이ㅏ 평을 이제야 하다니...이영화는 쇼킹 그 자체다!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,오랜만에 봐도 전혀 꿀리지않네 ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,숟가락은 없다는 진실을 깨닫는 순간 발휘되는 초인적인 힘. 그 힘으로 지구는 굴러간다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,어릴때 한번 봤을때 중간부터 본것도 있고 그래서 이해가 안됬는데 새로보니까 저 영화 작가가 생각한 스토리가 소름돋게 잼있었다. 연출도 최고임 어떨게 구구년도에 저런영화를 만들었지???? 대박이었음.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,지금 다시 개봉했으면하는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,오늘티비서 매트릭스3를봤다.설명을보고보니 이해가되는듯 전에는 그냥봐서이해를잘못한영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,그래 이거야....요즘 어떤 영화들보다도 훨씬 낫다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,학교에서 선생님이 보여주셨는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,내인생에 지대한 영향을 미친 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,최고다. 보고 또 보고  또봐도 질리지않는다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,평가한다는게 의미없을 정도로 굉장한 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,내 인생 최대 영화 다시 이런 영화를 볼수있을까 라는 생각이든다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,이런 영화 좀 또 나왔으면 정말 좋겠다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,1999년도꺼란게 대단하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,최고의 영화다 역쉬.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,70억 인구가 전부 못본게 아쉬워지는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,전율의 액션신,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,얘기만 듣고 안보고 있다가 수업을 통해서 보게 되었는데 정말 생각할 것도 많고 대단한 영화다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,와 2013년인데  20세기 영화평이 아직올라오네.  워쇼스키 와 RATM 의 앙상블이 만든 최고의 걸작. 동양에 히사이시조와  미야자키가 있다면 서양에는 이분들.  9점준건 걍  재미로용.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,성경을 기반으로 한 나는 누구인가에 대한 질문과 메시아에 대한 존재론적 물음..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,진짜 지금 2015년 인데 지금까지도 최고로 잘 만든 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,처음본게 15년전인데  15년만에 다시봤는데 요즘 영화보다 훨씬재밌더라.. 진짜 명작은 명작 시간이지나도 명작 시대가 지나도 명작 세대가 지나도 명작은 진짜 명작이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,초인의 탄생이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,오늘 123 다봤는데솔직히 아직 재밌는지는 모르겠다너무 어려운영화..두고두고 나이먹고도 계속 보고 이해해봐야할 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,혼을 담은 구라....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,액션보다 인간과의 갈등 그 속에서 살아가는 인간들 간의 갈등을 더 보여줬으면 어땠을까 아쉽습니다 아예 무적 주인공으로 만들어버린 2/3에 비해선 수작이지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,그런데 조~금 잔인했씀;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,진짜 재밋게본 영화다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,숟가락을 구부리려고 하지말아요. 그건 불가능해요.그 대신에 진실을 인식하려고 해봐요.ㅡ무슨진실?숟가락은 없다는 진실말예요.ㅡ숟가락이 없다고?그걸 깨닫고나면 구부러지는건 숟가락이 아니라 당신 자신이라는 것을 알게 될 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,뛰어넘는 영화가 과연 나올까?  매트릭스를,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,극장개봉 당시 상당히 충격적이었던 기억이..이런영화도 나올수있구나...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,액션 한번 죽이는군...!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,good!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,만점이 여기서 100점까지 있다면 100까지도 찍고픈 정말 대단한 영화일수밖에 없다. 이런 걸작은 정말 극찬하면서 봐야된다 뜻과의미를 알아가도알아가도 더흥미롭고 재밌어진다 최고다 평생 못잊는 영화가 될것이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,스토리쩐다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,무와 유,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,개봉한지 10년이 지났어도 아직 매트릭스를 능가하는 SF영화는 나오지 않았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,워쇼스키 남매 천재임 ;;;;; 이말 밖에안나옴 ;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,매트릭스는 진리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,혁명이다!!!!!!!! 극장에서 봤을 때 눈물이 나오더라...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,믿기힘든 상상력으로 만들어진 세계관과 지금에 비교해도 신박한 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,몇 번이나 봤던지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,there is no spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,진리다....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,매트릭스식 액션이 생겨났지.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,20세기의 끝 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,지금  생각해보니 이영화가 99년도에 나왔다는게 새삼놀랍네ㄷㄷㄷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,최고의 영화. 두말이 필요없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,인간의 상상력의 한계는 ㅇㄷ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,초딩 때는 그 가치를 제대로 몰랐는데 다시 보니 액션보다 그 안에 담긴 발상과 철학이 더 대단하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,21세기 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,말이 필요없음 21세기의 문을 열어준 획기적인 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,양심이 있으면 10점 줘야지.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,1999년에 제일 충격적인 장면이 빗발치 총알앞에서 벽타고 올라가기 총알피하기 첨부터 끝날때까지 엄청난 충격이 였지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,1점 남기는 애들뭐냐ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,심오하려고 애썼으나 관객과의 교감은 실패한 감독혼자만의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,상상력은 좋았지만 그렇게 와닿지는 않았다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,세기말 SF의 진화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,SF영상과 인간에 대한 고찰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,전날 늦게 잤다가 이 영화 보려고 새벽 5시에 일어났다. 졸릴 틈이 없었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,완벽 그 자체. 이만큼 재밌는 영화 죽을 때까지 다섯 편만 나와라.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,별론데..=_=,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,난 왜케 이런영화는 별로일까,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,넘 늦게 봤나...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,이까짓게 메트릭스였구나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,너무 어거지 설정 많은 실망을 안긴영화중 하나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,스위치도 키스로 살리지 왜,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,Sf영화중 명작 중의 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,그래서 재개봉은 언제합니까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,인류가 간직해야 할 20세기 문명 세 가지는 상대성이론,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,OOO이 지났음에도 여전히 대단한 영화.. 길이 남을 명작이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,SF영화는 매트릭스 전/후로 나뉜다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,SF명작영화를 논할때 터미네이터2와 함께 항상 거론되는 작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,이보다 훌륭한 영화가 있을까 액션 시나리오 연출 모든것이 완벽하다 개인적으로 인셉션 블레이드 러너와 함께 SF 계의 갑,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,20세기 최고의 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,몇번을 다시봐도 또 보게 만드는 영화중 하나지.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,1편은 우주명작 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,이런 OO들... 지 취향 아니란간 그렇다 쳐도 영화 자체를 쓰레기니 노잼이니 하는건 뭐하는 족속들인가? 글구 1점들중에 그냥 기술력은 후지고 눈물짜내기에 바쁜 국산영화 보호랍시고 할리웃을 돈만 처바른cg덩어리라 까...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,영화역사의 새로운 발견,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,나랑은 안맞더라..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,어렸을적 봤을땐 내용을 전혀 이해하지 못했다. 그럼에도 수없이 되돌려 봤었다. 성인이 된 이후 다시 매트릭스 시리즈를 접하게 되었을때 이 영화는 내 생애 가장 위대한 영화 TOP3을 꼽으라면 무조건 들어갈 것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,어릴땐 보고 무슨 내용인지도 몰았다. 성인이 되고 다양한 문화 컨텐츠를 접하고 머리가 굵어지고 다시 이 영화를 보니... 거의 19년 전 영화인데... 완벽한 영화라고 칭하고 싶다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,세련됐다 멋지다 감탄한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,두번다시 안나올 작품이다 이건,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,exellent..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,이견이 있을 수 없는 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,세계영화사 통틀어 매트릭스보다 뛰어난영화는 못본듯...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,항가 굳 항가 굳 항가 굳ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,비쥬얼 스토리 그리고 액션등 거의 역사에 남을 최고의 영화 반전에 반전 그리고 세계관까지 앞으로 SF 영화중에 이런 영화는 안나올듯 합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,초등학교때 나온 명작중의 명작영화 이거 처음봤을때는 강박장애도 없었는데 처음봤을때로 돌아가고싶다 최고의 명작 sf영화임,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,다시 봐도 지리네 ㅋㅋ 어떻게 99년에 이런영화를 만드냐 상상력도 대단하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,넘무 좋구 최고에요 인생영화 굳!띵작   sw♡jh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,20년이 지나도 감탄과 탄성이 절로 나오는 명작이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,와.... 와.... 와...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,진짜 진짜 엄청난 대작이라는 거 하나는 알겠다.... 이 시대에.... 이런....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,내인생 최고의 영화...모피어스 네오 트리니티 짱,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,나온지 20년이 다 되어 가지만 지금봐도 갓띵작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,이런영화가 세기별로 몇편이나 만들어질까볼때마다 놀랍다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,20년전엔 엄청난 특수효과와 액션에 취했지만 지금은 매력적이고 심오한 스토리에 취한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,이런 영화는 앞으로도 없을것이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,여기는 현실이 맞나? 의문을 던지는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,당시 이 영화를 보고 난 후의 충격은 20년이 지난 지금도 생생하다. 완전히 빠져서 수시로 홈피 들락거리고 ost 사서 듣고. 매트릭스를 보고 매트리스가 젖어있었다는 말이 빈말이 아니다. 세련되고 군더더기 없이 깔끔...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,내인생 최고의 영화. 4편이 나오면 소원이 없겠다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,매트릭스를 이제와서 보는데 지금 까지 본 SF영화들이 매트릭스의 영향을 받은 부분이 많이 보임 정말 모든면에서 훌륭하고 재밌습니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,지금 봐도 전혀 어색하지 않다니 그리고 이제 이 영화를 보다니ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,태고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,세계관이 어쩌고 철학이 어쩌고 하면 다 멋있는영화인줄 안다. 의미없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,이건 액션영화가 아니다... 철학영화다~!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,저는 빨간약 안먹을래요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,기대 좀 하고 봤는데 옛날거라 그런가 액션 슬로우도 그렇고 취향은 아닌ㅠㅠ 소재 자체는 취저. 근데 그 당시면 엄청 화제가 되긴 했을듯. 옆에 동료들은 총 한발 못쏘보고 자는 상태로 죽네,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,컨디션이 안 좋아서 그런지 뭔가 기대에 못 미쳤다. 이럼 매트릭스 4 보러갈 마음 줄어드는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,굿굿임굿굿굿임굿굿굿굿임굿굿,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,세기말 분위기를 잘 녹아낸 최고의 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,이런 영화는 왜 요즘 많이 없는거냐...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,진짜 나를 울부짖게 만드는 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,인생 최고의 영화!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,역시 키아누리브스형님 나오시는 영화는 거의다 재밌어요 SF영화의 신세계이자  SF영화계의 전설로 불릴만한 명작입니다 영화 너무 손에 땀날정도로 긴장되고 재밌고 즐겁게 잘봤어요 히히 내년에는 돈좀 많이벌어서 가족 친척...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,마지막까지 눈을 뗄 수 없던 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,Dodge this!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,충격 그 자체. 소름이 돋았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,네오,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,1편같은 경우 액션도 괜찮고 전체적으로 철학적인 내용도 좋아서 10점 박음 근래에 알파고vs이세돌 이후로 기술적 특이점이 많이 언급되는데 이런 특이점에 대한 디스토피아를 매우 잘 묘사함,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,명작엔 10점 ~1`324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,평점 이렇게 높은 영화는 처음본다..!! 원탑까진 아니더라도 누군가가 최고의 영화가 무엇인지 물어본다면 단연코 들어가는 매트릭스1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,1점 싸지른 급식 장애련아. 총시대에 총을 쥐어주니 저따위 평점을 싸지르지 돌도끼 쓰는사람이 칼이 아니고 총을받았다고 생각해봐라 이영화는 그런영화다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,17년전 영화가 어찌 이렇게나 완벽할 수 있을까 감탄스럽네요. 총알 피하는 그 유명한 명장면만을 보고 단순 액션영화라고 생각해 여태까지 안봤던게 후회되네요. 이 멋진 영화를 이제서야 보다니..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,처음 이 영화를 봤던 그 순간의 충격을 아직도 잊지 못한다. 이 영화가 1999년 영화라니 벌써 17년이나 지났나.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,10점 그 이상... 벤허보다 잼있게 본 내생애 최고의 영화. 이 영화 잼없다는 사람은... 영화를 1%조차 이해못하는 인간들..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,그냥 완벽한 명작....그당시 왜 반지의제왕과 투톱인지 깨닫게해준 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,1999년 영화라고 믿겨지지 않는다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,내인생 최고의 철학영화인듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,최고다 정말 최고..!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,1.2.3 편 모두 봤는데 역시나 이 영화도 1편이 제일 잘 만들어진 것 같다. 정말 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,이 영화는 정말 딱 10점 만점에 10점짜리 영화다 7번 정도 보고 주요장면은 계속 봐도 감탄 밖에 할수 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,최고의 영화입니다 몇번째 보는지 모름,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,이것은 영화가 아니다.  실제다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,몇번을 다시봐도 완벽하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,다시 돌아오라 워쇼스키 ... 형제... 남매...쩝,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,매트릭스는 깔수가 없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,우린 매트릭스에 살고 있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,만점.  그 이상이다....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,세기를 넘어선 괴물영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,내가 깨달은 진리가 있는데 너희는 표유류가 아니란 거야. 너희 인간은 자원이 고갈될 때까지 번식을 계속하지. 지구상에 이런 부류가 또 있는데 바로 바이러스야. 몇 년이 지나도 다시 생각난다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,이런 명작이 다시 나올수 있을까,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,괜히 명작이라 하는게 아니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,1편은 그래도 이해하기 쉽지..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,아무리 다시봐도 소름이다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,지금 다시 봐도 재밌는 영화 물론 감독이 일본뽕 너무 많이 맞아서  유치하게 보이는 장면은 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,처음엔 터미네이터 배낀건줄 알았는데 비슷하면서도 전혀 다른 뭔가 묘한... 말로 설명이 안되,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,약간의 유치함과 지루함도 좀 있었으나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,깎인 1점은 만들지 말았어야 할 속편들 때문에.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,매트릭스 첫번째시리즈가 끝이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,극장에서 보다 잠들었던영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,잘 이해가 안감. 하지만 신선한 영화연출,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,조연 캐릭터들의 매력이 떨어지는게 좀 아쉽다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,수직적 복종만 강요하는 빅브라더 시스템에게 날리는 유목민들의 원펀치! 수평적 질서와 무한자유로 달리는 인터넷시대의 개막을 알리는 혁명적 SF~! But! 성전환해버린 워쇼스키라! 그들은 결국,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,보다 말다 보다 말다하다 다시 정주행. 철학영화 ㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,거짓된 세상이라고 해도 그게 평화롭고 그럭저럭 살 수 있다면 시궁창인 현실보다는 낫지 않을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,여러가지 장치가 기막히게 잘 어우러지지만 좋은 사상은 아닌듯..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,무슨말을 더 해야 할까.. 2시간 20분 가량 되는 시간 동안 이렇게 집중해서 본 영화는 처음이다. 액션에 놀라고 철학에 한번 더 놀란다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,말이 필요없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,연출력,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,스타워즈 이후 최고의 충격이었다. 1편 개봉 당시만 해도 절실히 못느꼈지만 가면 갈수록 사람들이 인터넷과 스마트폰,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,볼때마다 마다 새롭다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,말하려는게 정말 많다 뭐 그래도 재밌다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,짱,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,2009.09.12 일에 평점 남기고 재감상했다. 그때보다 더욱 재밌게 봤다. 이번에는 확실히 걸작이라는 생각까지 들 만큼 정말 대단한 영화다. 어떻게 이런 세계관을 창조하고 스토리텔링 액션을 연출할까,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,안봤으면 봐야지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,평점믿고 봤는데 재밌네요 ㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,캬~~~멋짐,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,최고의 영화!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,심오한 주제를 대중에게 화려한 액션으로 포장해서 준  선물'A Master Piece',,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,굳,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,전개 과정과 마지막 결말 부분에서 억지스러움이 있지만 액션 연출 하나만으로 수작을 만들어냈다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,초등학교때 처음볼땐 마냥 액션신에만 집중했다스무살 넘어서 다시한번 봤다 소름이 돋았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,3편을 연달아 몰입하게 하는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,멋진 시나리오와 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,매트릭스의 세계관은 정말 대단하다는 말밖에 안나옵니다.정말 너무 좋은 영화 만들어준 워쇼남매에게 감사를...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,21세기 영화와 20세기 영화의 선을 제시한 영화. 21세기에 다크나이트가 있다면 20세기에는 매트릭스가있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,워쇼스키 남매는 이거 비슷한거라도 한번만더 만들어내 주기를///,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,제대로 된 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,태어나서 처음으로 극장에서 못 본 걸 후회한 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
