,content,,,,,,,,,,,,,,,
6274,오늘 관람했음. 역시 리들리스콧 감독임. 1점주는 국산영화 알바들 꺼져라 쫌,,,,,,,,,,,,,,,
6275,조조할인으로 봐서 다행이네요. 이건 뭐 볼것도 없고 반전도 그닥 없고..스토리나열.,,,,,,,,,,,,,,,
6276,조용히 감독판을 기대해봅니다,,,,,,,,,,,,,,,
6277,인물들의 개연성이 부족하나 에일리언의 광팬이라면...,,,,,,,,,,,,,,,
6278,솔까~ 아빠타보다 특수효과나 스토리가 더 괜찬다~,,,,,,,,,,,,,,,
6279,첫장면 외계인이 폭포수에서 왜 죽은거임?,,,,,,,,,,,,,,,
6280,스케일은 가히 대단했으나 뭔가 끝이 아쉬웠다..흐..,,,,,,,,,,,,,,,
6281,후속편이 필수적인영화,,,,,,,,,,,,,,,
6282,진짜최고다  점수가 왜이럼?비종교적이긴해도 어벤져스보다 더 재밌는영화,,,,,,,,,,,,,,,
6283,인류의 기원은 훼이크,,,,,,,,,,,,,,,
6284,장인의 손길은 역시 다르긴 다르다,,,,,,,,,,,,,,,
6285,최고,,,,,,,,,,,,,,,
6286,중반까지 일을 너무 크게 벌여서 후반에 급하게 수습한 느낌 심야로 봤는데 매우 실망,,,,,,,,,,,,,,,
6287,평점은 낮은건 기대치가 컸기 때문인 것 같다. 마음을 비우고 본다면 충분한 수작!!,,,,,,,,,,,,,,,
6288,그니깐 시고니 위버 영화 그 에일리언들이 결국 이영화의 우주인들의 작품? 황당!!,,,,,,,,,,,,,,,
6289,어제 아이맥스로 봤는데 에일리언1이나 2나 이영상에 제작됐다면 세기의 수작이었을듯,,,,,,,,,,,,,,,
6290,피임을 잘하자,,,,,,,,,,,,,,,
6291,4개도 많이 줬따. 그냥 에일리언 프리퀄. 코스믹 호러는 얼어죽을.,,,,,,,,,,,,,,,
6292,최고~,,,,,,,,,,,,,,,
6293,마감이 임박한 만화작가가 본인이 쓴 시나리오에 감당 못해서 만들다만 작품,,,,,,,,,,,,,,,
6294,거창하게 다 벌여놓고 수습못하고 끝나는군. cg에 별두개드림,,,,,,,,,,,,,,,
6295,영화보고 여운때문에 평점 보러와서 느낀점 평점내리는 알바도있구나...,,,,,,,,,,,,,,,
6296,재미는있는데 왜 문에 써있는 외계언어랑외계인과대화한거 로봇만알고있다 무슨 뜻이었을까,,,,,,,,,,,,,,,
6297,에이리언 1 2 에서 느꼈던 건 없네 ㅋ 걍 대단한 시지만 ㅋ,,,,,,,,,,,,,,,
6298,처음에 어의 없고,,,,,,,,,,,,,,,
6299,이영화 평점 잘주는사람은 에어리언을 안본 10~20대들이다 2012에어리언리메이크작,,,,,,,,,,,,,,,
6300,전 재밋게봣 습니다,,,,,,,,,,,,,,,
6301,ㅜㅜㅜㅜㅜㅜㅜㅜ이게뭔가요 언제터지나 기다리다끝난영화,,,,,,,,,,,,,,,
6302,조조로 보길 참 잘해따,,,,,,,,,,,,,,,
6303,이도저도 아닌영화....생각하게 하는 영화도 아니고 공포도 아니고 sf효과는 볼만했다,,,,,,,,,,,,,,,
6304,스토리가 좀 난해함.. 근데 코즈믹호러를 느끼게해줌,,,,,,,,,,,,,,,
6305,처음 평점 달아보네요~ 후하게 평점 1점 드리겠습니다.,,,,,,,,,,,,,,,
6306,걍 공포영화도아니고 sf도아니고 걍 존나게 잔인함으로 관객의 혼을 뺴놓는 영화,,,,,,,,,,,,,,,
6307,아예 처음부터 에이리언 프리퀄로 만들었다면....잘 쓰고,,,,,,,,,,,,,,,
6308,앗쌀한 프리퀄도 아니고 앗쌀한 다른 영화도 아니고,,,,,,,,,,,,,,,
6309,뭐 개인적 차이가 있겠지만 난 어벤저스 보다 이게 훨잼있었다 딱히 지루한부분없이,,,,,,,,,,,,,,,
6310,에일리언이 이렇게 탄생했구나를 알수있고 신선한 충격이었던영화,,,,,,,,,,,,,,,
6311,평생안할줄 알았던 네이버영화평점을 줍니다ㅋ내가왜이러는지ㅋ암튼아깝지않은10점!,,,,,,,,,,,,,,,
6312,재밌었쪄영,,,,,,,,,,,,,,,
6313,스토리가 신선 근데 SF보다 공포영화라는 느낌이ㅋ 이상하게 평점이 낮은 편...,,,,,,,,,,,,,,,
6314,알고보면 내용과 스케일이 다른영화와는 다른영화임!!,,,,,,,,,,,,,,,
6315,에일리언의 탄생비화,,,,,,,,,,,,,,,
6316,영상은 압권인데,,,,,,,,,,,,,,,
6317,1점짜리 영화라니 말이되나 1점 찍은애들 아이디 클릭해보시길 알바 혹은 관심병종자,,,,,,,,,,,,,,,
6318,에얼리언 기원의 충격적 비밀이 밝혀진다!,,,,,,,,,,,,,,,
6319,스토리 영상 긴장감 모두 좋습니다. 다만 중요인물의 허무한 죽음,,,,,,,,,,,,,,,
6320,뭔가 좀 부족한 것 같다,,,,,,,,,,,,,,,
6321,굿,,,,,,,,,,,,,,,
6322,그들에게도 인간은 또다른 에일리언이었을까... 그것도 가장 무서운 에일리언...,,,,,,,,,,,,,,,
6323,와씨 역시 리들리스콧 쩔어 진짜 영상미든 내용이든 개쩌네요,,,,,,,,,,,,,,,
6324,전 이영화를 보면서 7광구가 떠올랐습니다 히발라야 산맥에올라서야호를 외치고 싶다.,,,,,,,,,,,,,,,
6325,후속편 예고에 대한 모습도 기대하게 만드는 작품이다.,,,,,,,,,,,,,,,
6326,시리즈의 시작인거 같은데..1편은 감독 명성의 기대 만큼은 아님.,,,,,,,,,,,,,,,
6327,후반부들어선  맥이끊기는감이없지않아있지만   최고다,,,,,,,,,,,,,,,
6328,볼만하고 재밌습니다. 평점1점 + 네타글 싸고 가는 사람들 뭔가요? 알바같은데..,,,,,,,,,,,,,,,
6329,아이맥스3디로보시길 방금보고 나왔는데 전율입니다,,,,,,,,,,,,,,,
6330,난 재밌었다 비커스 너무 좋앙 근데 조물주가 피조물주인 인간을 왜 무차별로 패죽임?,,,,,,,,,,,,,,,
6331,에어리언 후속을 보는듯하다. 다른종을 보여줬다면 8~9점인데,,,,,,,,,,,,,,,
6332,나쁘진 않다 근데...그것뿐! 재미면 재미 철학이면 철학 하나만하지..둘다 엉성한 아쉬운 영화,,,,,,,,,,,,,,,
6333,좋다.,,,,,,,,,,,,,,,
6334,에일리언팬이거나 이름을 알아도 보지 말아야할 영화,,,,,,,,,,,,,,,
6335,내용은 이제 시작. 철학적 진전따위 속편에서 해도 될듯. 지루할틈 별로 없었음.,,,,,,,,,,,,,,,
6336,해외에선 9점 10점 한국은 7점 스토리와철학이 어떨지몰라도 충분히 대단하고 멋진영화,,,,,,,,,,,,,,,
6337,멋진 영상미,,,,,,,,,,,,,,,
6338,imax에 3d로 봤는데. 그저 그랬다.후속작을 위한 예고편이라는 느낌?,,,,,,,,,,,,,,,
6339,어제 보고 나오는데 뒤에 남자가 하는말.. 디워가 훨 재밌네...,,,,,,,,,,,,,,,
6340,런타임내내 입을 딱벌리게 만드는 압도적인 서스펜스가 죽여줍니다.,,,,,,,,,,,,,,,
6341,최근 1년동안 본 영화중에 제일 최고!,,,,,,,,,,,,,,,
6342,한국영화알바생들많네 솔직히 이정도면 최고잖아,,,,,,,,,,,,,,,
6343,여자친구한테 미안해 죽는줄 알았다. 미안하다 차형사 너를 볼 껄,,,,,,,,,,,,,,,
6344,대박 재밌네요 ^^ 조조로봤는데 생각보다 너무재밌었습니다 인류에 대해 다시생각해보네요,,,,,,,,,,,,,,,
6345,겁나 짜게주네,,,,,,,,,,,,,,,
6346,평점 왜 이러죠? 괜찮은 영화예요 볼 만 했어용ㅋㅋ,,,,,,,,,,,,,,,
6347,강추!!!!!! 시간가는줄몰랐네요 4d로 보면 좋았을거같은데 극장에 3d만 있어서 봤네요,,,,,,,,,,,,,,,
6348,보지마세요,,,,,,,,,,,,,,,
6349,결론은 찰리가 장갑만 꼈어도 에일리언은 안 태어났을지도...,,,,,,,,,,,,,,,
6350,리들리 감독 짱...글라디에이터 대박 터지듯 대박 났음 좋겠음.,,,,,,,,,,,,,,,
6351,사람들의 기대치가 높아진거지 보통은 함 그래픽은 예술이나 스토리가 별로입니다,,,,,,,,,,,,,,,
6352,후속작을 위한 첫단계.  후속작이 나오면 에일리언시리즈와 함께 명작으로 남을영화,,,,,,,,,,,,,,,
6353,스케일과 스토리 괜찮음.. 시간가는줄 모르고 빠져듬,,,,,,,,,,,,,,,
6354,볼만함. 근데 호불호 갈릴듯,,,,,,,,,,,,,,,
6355,에이리언1도 그랬는데 뭐 사람들 눈이 너무 높아져서 그렇지 내가 보기엔 재미있었음 ㅋ,,,,,,,,,,,,,,,
6356,안봤지만 1점 알바들 때문에 10점 준다,,,,,,,,,,,,,,,
6357,감동/차별화스토리/특별한볼거리없음,,,,,,,,,,,,,,,
6358,재벌들의 최후는 맘에 들었어. 모탈컴벳 페이탈리티 보는것 같았음,,,,,,,,,,,,,,,
6359,누가 재미 없다 했지^^;; 잼나네요 시간 가는줄 몰랐네요 2편이기대됩니다,,,,,,,,,,,,,,,
6360,인간내면의 파괴본능은 인간을 만든 스페이스자키로 부터 이어져 내려오는 것이었다.,,,,,,,,,,,,,,,
6361,최고의 발작품,,,,,,,,,,,,,,,
6362,그냥 저냥.,,,,,,,,,,,,,,,
6363,평점이 낮은이유가 뭔가.. 이런 장르 영화를 좋아하는 1인으로서 재밋게 봄,,,,,,,,,,,,,,,
6364,장대하고 진중하며 눈을 뗄 수 없을 정도로 경이롭다.3년내에 본 영화중에 최고다.,,,,,,,,,,,,,,,
6365,에일리언1의 명성에 되려 먹칠을함..,,,,,,,,,,,,,,,
6366,진심 개재미없음....,,,,,,,,,,,,,,,
6367,8점에는 미달,,,,,,,,,,,,,,,
6368,미지라는 공포는 잘 살렸지만 결국 에이리언1과 달라진게 없다,,,,,,,,,,,,,,,
6369,조물주를 찾아 떠난 기껏 다 늙은 노인네가  노화된몸을 다시 살리는 생명 연장이라니,,,,,,,,,,,,,,,
6370,에어리언 대량 생산을 위한 숙주로 지구에 인간을 만들었다는거다. 에어리언 탄생; 평점5점;,,,,,,,,,,,,,,,
6371,외계행성을 여행하고 온 느낌.,,,,,,,,,,,,,,,
6372,끝나고나서 곱씹어보니 맞춰지는 퍼즐 캬.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,
6373,창조주에 대한 호기심을 자극하는 영화,,,,,,,,,,,,,,,
6374,이건 뭥미~ 에일리언 껴다 맞췄네,,,,,,,,,,,,,,,
6375,정말 재미없었음....,,,,,,,,,,,,,,,
6376,2시간 내내 두근두근.. 설기는 엉성해도 충분한 재미와 비주얼!!,,,,,,,,,,,,,,,
6377,좋은 소재를 살리지 못했을 분 아니라 스토리 전개 중 이해 안되는 점이 너무 많다.,,,,,,,,,,,,,,,
6378,뭔가 밑도끝도 없이 전개되서 이제 스페이스조키행성날리로가나 싶은데 끝...,,,,,,,,,,,,,,,
6379,알바들이 별0개로 평점 낮추고 있다 ㅅㅂ,,,,,,,,,,,,,,,
6380,리얼디로 첫방보았는데!  그냥 에어리언의 에피소드1 정도의 엉성한 내용이 전부,,,,,,,,,,,,,,,
6381,그냥 에얼리언 짬뽕판일뿐이다... 스토리는 에얼리언과 똑같음 ㅋㅋㅋ,,,,,,,,,,,,,,,
6382,아이맥스로 바야대 평점 왜케 낮지? 진짜 졸라 잼잇음볼거리 만코 보고난후 머리가 멍해짐,,,,,,,,,,,,,,,
6383,엔딩으로 믹스된 에일리언 탄생의 모습이 젤 잼났음 근데 끝? 으?윽?,,,,,,,,,,,,,,,
6384,인류의 기원을 탐구하는 여러 공학자들과 자본가의 최후의 물음표는 인류의 물음표,,,,,,,,,,,,,,,
6385,나참 너무기대햇나...주인공이읍는영화라니...에일리언1보다도 현실감읍고 못하다,,,,,,,,,,,,,,,
6386,인류의 기원을 알려준다면서,,,,,,,,,,,,,,,
6387,CG가 화려해질 수록 왜 시나리오는 빈약해지지?,,,,,,,,,,,,,,,
6388,개독들이 평점깍나? 개재밋고만 스릴있고ㅋ이런장르너무좋음ㅋ돈이안아깝지,,,,,,,,,,,,,,,
6389,기대를 저버리지 않았다 이영화가 왜 7점대인지 이해를 못하겠다 최고다,,,,,,,,,,,,,,,
6390,평점 왜이리 낮지? 이런 장르 좋아하는 사람이라면 꼭 보세요.,,,,,,,,,,,,,,,
6391,알바천지군. 쓰레기 영화. 돈아깝다.,,,,,,,,,,,,,,,
6392,2시간내내 시간 가는줄 몰랐어요. 긴장감 스릴~,,,,,,,,,,,,,,,
6393,어제 봄. 뒤죽박죽 외계인 총 집합,,,,,,,,,,,,,,,
6394,난해하네.그렇다고 재미도 없고.잔인하기만한 에일리언 짭 영화.,,,,,,,,,,,,,,,
6395,1점 3점 이거 너무 알바인듯.8점은 받아야되는 영화 재밌습니다.,,,,,,,,,,,,,,,
6396,호불호가 많이 갈리는 영화이지만 전 굉장히 완성도 높은 작품으로 보입니다.,,,,,,,,,,,,,,,
6397,OO니 내돈...ㅡㅡ,,,,,,,,,,,,,,,
6398,이정도 디테일의 코스믹호러 좋은데...,,,,,,,,,,,,,,,
6399,에일리언 1탄과 내용이 무지비슷 이건 인류의 기원이 아니고 에일리언의 기원이다. 그래도 나름 잼,,,,,,,,,,,,,,,
6400,스콧옹 연출력이 예전같지않아 아쉬움 그래도 오랜만에 코스믹호러에 대한 갈증을 해소해준영화,,,,,,,,,,,,,,,
6401,허무,,,,,,,,,,,,,,,
6402,쓰레기,,,,,,,,,,,,,,,
6403,끝나고 이건뭔가..ㅋ,,,,,,,,,,,,,,,
6404,너무 징그러워 . 몰입도는 짱,,,,,,,,,,,,,,,
6405,2나오기를 기다리며,,,,,,,,,,,,,,,
6406,시대를 앞서간 주제. 우리가 창조주가 되는 순간,,,,,,,,,,,,,,,
6407,정말 궁극의 떡밥. 아직 이해하지못한자들이 많으니 제2의 블레이드러너가 되겠구나.,,,,,,,,,,,,,,,
6408,언제 재밌어지나 기나리는데 영화 끝남 에이리언 탄생의 비화와 완벽구성판을 위한 영화,,,,,,,,,,,,,,,
6409,스토리보다.러브크래프트의 '광기의산맥'의 소설적 환상을 그대로 보여주었다.브라보,,,,,,,,,,,,,,,
6410,스토리가 산으로 갔어 그렇치 순수 영화로 보면 9점대 영화다~,,,,,,,,,,,,,,,
6411,스콧감독의에이리언프리퀄답다!!화려한비주얼,,,,,,,,,,,,,,,
6412,이게머지?......어어어~..이게머지?? 영화가 작품성도없고 스토리도뻔하고 영상도밋밋하고,,,,,,,,,,,,,,,
6413,뻔한스토리 징그러운거 좋아하는 사람들만 가세요 돈아깝네진짜 ㅡㅡ,,,,,,,,,,,,,,,
6414,후회하질 않을 영화,,,,,,,,,,,,,,,
6415,완전 비기닝이었지만 잼있었음,,,,,,,,,,,,,,,
6416,1점대는 알바들. 평가할려고 하지 마세요 그냥 보세요..끝내줍니다,,,,,,,,,,,,,,,
6417,기대치가 너무 높았지만 나름 무난했던..,,,,,,,,,,,,,,,
6418,최고다. 솔직하게 이영화 평점 낮게주는사람들 알바라고 생각한다,,,,,,,,,,,,,,,
6419,간만에 최고의영화였다 ㅎㅎㅎ,,,,,,,,,,,,,,,
6420,잼잇다. 굿굿굿. 아 열자 머임 ㅠ,,,,,,,,,,,,,,,
6421,이게 왜 재미없다는거지?!,,,,,,,,,,,,,,,
6422,굳!!,,,,,,,,,,,,,,,
6423,SF영화가 나왔다는 것만으로도 좋고,,,,,,,,,,,,,,,
6424,청출어람. 인간은 창조자인 신보다 뛰어나다....반항적이고 독특한 해석이 재밌다.,,,,,,,,,,,,,,,
6425,전야제 보고 왔고,,,,,,,,,,,,,,,
6426,그래도 제7광구 보단 개연성있고 짜임새 있는 스토리네요 그이상은 아닙니다,,,,,,,,,,,,,,,
6427,원래 흥미 진지하고 신비롭고 뭔가의 비밀 밝히는 영화 좋아하는데 이건  최고에임,,,,,,,,,,,,,,,
6428,밑에개봉안햇다하는데  전야개봉 6월5일햇구요 보고 나오시면 1점준사람들 이해할거임,,,,,,,,,,,,,,,
6429,Tㄴ쓰레기;,,,,,,,,,,,,,,,
6430,현재시간 6월 6일 아침 6시 59분,,,,,,,,,,,,,,,
6431,스토리는 전혀 설득력 없이 허접합니다.  SF의 멋진 장면같은거 좋아하면 보세요.,,,,,,,,,,,,,,,
6432,이거보다 리들리의 79년 작 에이리언이 우수함. 안타깝다... ㅠ,,,,,,,,,,,,,,,
6433,이런건 닥치고 그냥 보면 되는거다!,,,,,,,,,,,,,,,
6434,충격적인 에이리언 탄생을... 그리고 다시 시작되는 에이리언...,,,,,,,,,,,,,,,
6435,인류의기원을향한많은미련을남기는수작이될뻔했지만결국몇명안된사공으로산으로갔다.,,,,,,,,,,,,,,,
6436,인류의 기원? 에어리언의 기원! 광고로 관객을 가지고 논 영화!,,,,,,,,,,,,,,,
6437,평점 8점일때 보고왔는데 7.2로 내려가있네요.... 6까진 내려야 될듯,,,,,,,,,,,,,,,
6438,중간에 스토리가 좀 붕 뜨는거랑 등장인물들이 너무 비중없이 죽는다는거 말고는 충분히 대작임.,,,,,,,,,,,,,,,
6439,아뭘더바래? 이정도면 됐잖아 철학적인거 좀 딸린건 알겠는데 SF이정도면 수작이야,,,,,,,,,,,,,,,
6440,뭐지?이건,,,,,,,,,,,,,,,
6441,헐...오늘 보고 왔어여....비디오용이에여..아까와여..기대가 엄청 커써써여.ㅠㅠ,,,,,,,,,,,,,,,
6442,이쪽 매니아라면 9점대,,,,,,,,,,,,,,,
6443,평점 5점 이상 준사람은 뭔가요? ㅋㅋ 아 정말 OOO기 영화 이건아니지 정말!!!!!!!,,,,,,,,,,,,,,,
6444,인류의 기원이라기보다는 에일리언의 기원을 찾아서 ㅋㅋ,,,,,,,,,,,,,,,
6445,과유불급. 너무 많은 것을 보여주려다 보니 내러티브가 무너져 내렸다.,,,,,,,,,,,,,,,
6446,ㅋㅋㅋㅋㅋㅋ평점보소.이영화 한테 1점이나 이런점수주는애들 뇌는있나?ㅋㅋㅋ,,,,,,,,,,,,,,,
6447,에일리언1 정도는 보고와라 그러고 나서 이해가 안된다는 소리를 해라 ㅡㅡ;,,,,,,,,,,,,,,,
6448,솔직히 평점 이해를 못하겠다. 알바의 효과인가?; 나는 나름 재밌게 보고왔거늘...,,,,,,,,,,,,,,,
6449,그냥 보세요. 대박임.,,,,,,,,,,,,,,,
6450,꽤 괜찮은 영화,,,,,,,,,,,,,,,
6451,솔직히 재미없었다. 하지만 영화 비주얼이 최고급이라 눈호강은 한거같다,,,,,,,,,,,,,,,
6452,기대보단 못하지만 불만은 했음 ...,,,,,,,,,,,,,,,
6453,비주얼9점 스토리5점,,,,,,,,,,,,,,,
6454,정말 리얼하고 재밌게 봤습니당,,,,,,,,,,,,,,,
6455,친구한테 보자고한 내가 다 미안하다,,,,,,,,,,,,,,,
6456,진짜 ....상상력대단,,,,,,,,,,,,,,,
6457,리들리스콧도 나이 때문인지 이제 치밀함이 많이 떨어지네요. 큰 기대는 금물.,,,,,,,,,,,,,,,
6458,비주얼 효과는 좋았으나 그 이상은 없다.,,,,,,,,,,,,,,,
6459,블레이드 러너나 에일리언1 만큼의 명작은 아닌듯하다.,,,,,,,,,,,,,,,
6460,딱 이 점수임... ㅊㅊ 못할 듯...,,,,,,,,,,,,,,,
6461,내 8천원 ㅡㅡ 8천원이면 밥 한끼인데,,,,,,,,,,,,,,,
6462,별5이상은  알바 확률이 높음. 인류의 기원을 찾다가 에일리언의 기원을 찾았음..,,,,,,,,,,,,,,,
6463,#NAME?,,,,,,,,,,,,,,,
6464,정말 대박이다!!! 꼭 봐라!!! 나 목숨걸고 알바 아님!,,,,,,,,,,,,,,,
6465,졸라게 큰 아주큰 페이스허거 등장,,,,,,,,,,,,,,,
6466,..기분나쁜,,,,,,,,,,,,,,,
6467,영화두편본것같음 엔딩은누가봐도에일리언의탄생.욕하면서토론하게되는영화,,,,,,,,,,,,,,,
6468,정치적이면서심란한자극주는볼만한영화세상이앞으로어케치달을지.잘되엇으면좋겟네요,,,,,,,,,,,,,,,
6469,7점대는 너무 아쉽습니다,,,,,,,,,,,,,,,
6470,재미없진 않은데 후편에 대한 예고편을 본듯한 느낌... ㅠ 기대치를 낮추면 괜찮을듯,,,,,,,,,,,,,,,
6471,명확한 답을 안준다고 욕하는 놈들이 웃긴거다. 마지막 데이빗과 쇼의 대화는 자막없이 봤냐?,,,,,,,,,,,,,,,
6472,스콧 영감이 20년만에 SF 영화 만들어 줬으면 감사합니다하고 경건한 마음으로 봐라.,,,,,,,,,,,,,,,
6473,배경만 좋음,,,,,,,,,,,,,,,
6474,그나저나 조물주는 어디에 있을까요..,,,,,,,,,,,,,,,
6475,심야영화 보고 남깁니다. 편집을 너무 한듯... 스토리 연결 아쉽네요... 그나마 우주 영상땜에 5점,,,,,,,,,,,,,,,
6476,재밌습니다 지루하지도 않고,,,,,,,,,,,,,,,
6477,상당히 별볼일 없어 보이지만,,,,,,,,,,,,,,,
6478,리들리 스콧 감독님,,,,,,,,,,,,,,,
6479,메트릭스때처럼 의문 많이 남는 영화ㅠ 속편떡밥도 잇네요ㅋ cgv순천 12:20봄 짱!,,,,,,,,,,,,,,,
6480,영화의 전후 관계 모르고 봤는데 그렇게 재밌진 않았지만 볼 만 했습니다.,,,,,,,,,,,,,,,
6481,스토리가 좀 부실하고,,,,,,,,,,,,,,,
6482,뛰어난 영상미에 반해 영화의 줄거리를 짜맞추는 개연성과 논리성은 너무도 부족한 영화.,,,,,,,,,,,,,,,
6483,이건 뭥미??,,,,,,,,,,,,,,,
6484,이 몰입도는 아무도 태클걸지 못함,,,,,,,,,,,,,,,
