,content,,,,,,,,,,,
4719,정말 재밌고 몰입이 잘됬습니다,,,,,,,,,,,
4720,우주영화중에 제일 재미없는 스토리...,,,,,,,,,,,
4721,흠.. 기승승결.. 클라이막스가 약하다 강렬한 스토리가 없어,,,,,,,,,,,
4722,오랜만에 중간점수 주는듯..이런 메세지 생각하게 만드는 영화 식상한데 배우 연기가 80%했고..그래픽팀이 고생 많이한걸로 보이는데 그닥 전문가 치고는 우주에서 할 수 있는게 넘 제한적이고 별게없었다..희망없이 보는 ...,,,,,,,,,,,
4723,너무 멋진 영화네요.. 브래드피트 연기 놀라워요,,,,,,,,,,,
4724,내가 마치 우주에 있는것 같았다..,,,,,,,,,,,
4725,지루하고 재미없다고 하는 평은 오락성만 추구하는 수준낮은 사람임.. 전개는 살짝 의문이지만 터닝포인트가 됐다,,,,,,,,,,,
4726,영화 보고 평점 남깁니다. 이 영화가 말하고자 하는 의미를 정작 이해를 못한다면 현 시대에선 당신은 저능아입니다.,,,,,,,,,,,
4727,인터스텔라의 미친듯한 상상력과 심금을 울리는 BGM,,,,,,,,,,,
4728,아무리 영화적 의미를 찾고 이해하려해도재미가 너무너무없다,,,,,,,,,,,
4729,160 포인트로 보길 천만다행.. 이건 머.. 오ㅏ..,,,,,,,,,,,
4730,재미가 없다. 그렇다고 교훈이 있냐? 그것도 없다. 말하고자 하는 바도 없다. 더군다나 중요한 논리도 없다. 어처구니 없는 비논리적 비과학적에 몰입도는 깨지고,,,,,,,,,,,
4731,인터스텔라 반에반도 못따라가네유튜브에 우주관련영상이 더 흥미롭다,,,,,,,,,,,
4732,So so인데 평점이 약간 과대평가된거 같아 1점 줌,,,,,,,,,,,
4733,,,,,,,,,,,,
4734,없는 것을 찾느라 있는 것을 보지 못했다...그렇지만 없다는 걸 발견하고자 하는 모험정신에 박수를 더 보낸다.,,,,,,,,,,,
4735,지구밖 지적생명체보다 내 주위를 맴도는 위성들과의 재발견.,,,,,,,,,,,
4736,소중한것은 가까이.. 란 교훈을.. 연기력도 대단..,,,,,,,,,,,
4737,와.. 영화관 사람들 절반이 졸았다고 말이 많았음.. 나도 졸았는데 너무 졸아서 다시 봐야겠다...,,,,,,,,,,,
4738,군더더기 없능 깔끔한 연출.  피트의 화면 당악력!!,,,,,,,,,,,
4739,음악도 너무 좋고 브래드 피트 연기도 영화에 맞게 잘 절제되어 표현 된거 같습니다 재밌었습니다. !!,,,,,,,,,,,
4740,우주영화가 역시 재밌음,,,,,,,,,,,
4741,내일 또 보러갑니다그만큼 멋진영화입니다,,,,,,,,,,,
4742,빨리 아바타2가 나와야할텐데 솔까 그래비티보다도  재미없다 인터스텔라보다는 당근  떨어지고 그냥 빵형  비주얼 여전하구나  연기도 쫌 늘었네정도,,,,,,,,,,,
4743,연출 미쳤다 진짜 몰입감 장난 없다.,,,,,,,,,,,
4744,재밌어요 교훈도 있고! 근데 좀 지루하긴 해요.,,,,,,,,,,,
4745,아버지에게 받은 상처와 고통을 직면하고 치유하는 한 남자의 이야기.,,,,,,,,,,,
4746,우주는 거들뿐...,,,,,,,,,,,
4747,전 개인적으로 너무 좋았어요 ㅡ 지금까지랑은 다른영화,,,,,,,,,,,
4748,우주 영상이 멋져요^^~,,,,,,,,,,,
4749,아.. 그래비티정도를 기대하고봐서그런가....인간의 내면을 이야기한다는데 그것도 재미가있어야지;; 보다가 3~4번은 자다깸;;;,,,,,,,,,,,
4750,올해 최고의 영화. 극장에서 보세요.,,,,,,,,,,,
4751,진지하게 생각하는 영화네요..,,,,,,,,,,,
4752,오랜만의 우주영화 잘봤습니다,,,,,,,,,,,
4753,가벼운영화 싫어하는 사람인데 이 영화는그냥 OO노잼이엇다.... 으... 철학적인거 좋아하는데 그냥 씹노잼,,,,,,,,,,,
4754,긴 말이 필요없는 인생 영화,,,,,,,,,,,
4755,원숭이나올때빼곤 잠잣음ㅋㅋㅋ,,,,,,,,,,,
4756,배경만 우주이지 사실 사랑에 대한 이야기,,,,,,,,,,,
4757,역시 브래드피트 감정연기는...,,,,,,,,,,,
4758,굿입니다...역시..,,,,,,,,,,,
4759,우주 광활함. 인간의 나약함. 언젠가는 정복될 우주.,,,,,,,,,,,
4760,무중력 수면 체험을 했네요. ㅎ우주라는 공간을 잘 표현하려고 애쓴 부분은 좋은 점수를 주고 싶습니다.,,,,,,,,,,,
4761,방금 보고왔는데 이건 꼭 보셔야해요,,,,,,,,,,,
4762,올해본 영화중 가장 인상깊었다 브래드 피트 연기 진짜 좋았음,,,,,,,,,,,
4763,안봤으면 정말후회 할 뻔한 명작이네요.  우주 관련 영화 정말 좋아하는데 지루할 틈 없이 봤어요. 작은것들의 소중함이느껴집니다.,,,,,,,,,,,
4764,내용이 어려웠는가 ~~ 나는 졸려죽을뻔 ~~~~,,,,,,,,,,,
4765,중반까지 볼만함침팬치  나올때 못생긴 외계인의 습격인줄알고 놀람그뒤론 솔직히 재미 1도 없음에반게리온 남잔주인공 혼자 궁시렁대는 느낌?,,,,,,,,,,,
4766,근 미래에 시행될 우주탐험기술을 순차적으로 나열해 놓았다. 궤도엘리베이터.달 관광. 달 후면기지. 화성유인기지. 굉장히 사실적으로 묘사했다.영화적 흡인력은 약하다.,,,,,,,,,,,
4767,노잼=좋은 영화 라면 이 영화는 최고의 영화^^,,,,,,,,,,,
4768,지루하고 지루하고 지루하다,,,,,,,,,,,
4769,마치 우주영화는 깔 수 없는 영역불가침의 영역인것처럼 하지마라. 우주영화 좋아하지만 이건 진짜 지루했다,,,,,,,,,,,
4770,게으른 나를,,,,,,,,,,,
4771,재밌네요 추천합니다!!,,,,,,,,,,,
4772,브래드 앞으로도 영화 더찍자,,,,,,,,,,,
4773,서사는 약간 아쉬웠으나 거의 모자람이 없다.  관람하는 내내 기다린 보람이 있었음을 확인했다. 브래드피드의 연기가 기억에 남는다.,,,,,,,,,,,
4774,정말 놀랍습니다 몇 년만에 영화 보고 이리 감동해 보는지. 브래드 피트의 연기도. 스토리도. 연출도 모두 훌륭하네요. 주제가 본질적인 부분을 다루기에 방대하지만 누구든 감동받지 않을까 싶습니다. 좋은 영화 감사합니다...,,,,,,,,,,,
4775,지루하지 않았어요!! 초딩 아들도 잘봤어요!!,,,,,,,,,,,
4776,브래드피트 ㅣ인 독무대였어요. Pitt를 좋아하는사람들은보셔도 될것같습니다. 과학을 모르는사람들은 지루할것같구요~,,,,,,,,,,,
4777,관객을 미치게끔하는 영화,,,,,,,,,,,
4778,SF를 좋아하지 않는다면 보지 마세요.내 남자친구는 잠이 들었다,,,,,,,,,,,
4779,꿀잼 누가 재미없다고함?,,,,,,,,,,,
4780,가장 먼 곳에서 느낀 인생의 대답..,,,,,,,,,,,
4781,4번 졸았습니다 10자이상 적기힘든영화,,,,,,,,,,,
4782,마션 인터스텔라 그래비티 그림만 따다가 종신형 100번 받을 중2병 부자가 그야말로 천문학적 남의 돈 들여서 처음부터 끝까지 2시간 폼잡는 동영상. 처음에 설정해둔 여러 복선은 감독이 다 잊어버린게 분명하다.,,,,,,,,,,,
4783,옆도 자고 앞도 자고...뒤는 꼼지락 꼼지락 중간에 나가는 사람 셋 봤음,,,,,,,,,,,
4784,시작과 끝이 찰나에 지나갔다.,,,,,,,,,,,
4785,내 인생 최고의 영화..고맙습니다,,,,,,,,,,,
4786,약간 지루한 감이있지만 잘만들엇다,,,,,,,,,,,
4787,이게 어딜봐서 그래비티와 인터스텔라냐.... 저 둘과 엄연히 다른데. 내용이나 구성은 괜찮았지만 가오잡으려고 중한 표현 쓰는 잡것들 때문에 5점 줌. 물론 한국영화는 비교불가.,,,,,,,,,,,
4788,기대가 너무 컸던것일까?  아니면 영화를 이해하지못하는 탓일까? 조우도 결론도 반전도 여운도없이 지루하기만했다,,,,,,,,,,,
4789,삶으로부터 우주를 향해,,,,,,,,,,,
4790,글쎄. 마션 비슷하게 생각하고 갔다가 졸다나옴.,,,,,,,,,,,
4791,남자의 이야기를 다룬 우주느와르,,,,,,,,,,,
4792,브라움만 믿으라구,,,,,,,,,,,
4793,일상의 소중함을 다시금 일깨워준 소중한 영화였습니다. 우주를 소재로 한 영화를 좋아하시는 분이라면 더욱 재미있게 볼 것 같은 영화이지만 그렇지 않더라도 잔잔하게,,,,,,,,,,,
4794,브래드 피트라는 사람과 같은세대를 살고있다는 것에 영광이다. 정말..정말로 끝내주는 영화였다. 또 내인생 영화가 생겼고,,,,,,,,,,,
4795,이영화의 주제가 과연 뭔가?? 그냥 영상미는 좋은데  감독이 말하고자 하는 주제를 모르겟네,,,,,,,,,,,
4796,지금까지 본 SF영화중에서 이번 영화 애드 아스트라가 최고인 것 같습니다.,,,,,,,,,,,
4797,1. 써지의 비중,,,,,,,,,,,
4798,그래비티2 다 이건 진심 졸려 OOO줄 ㅋㅋ,,,,,,,,,,,
4799,너무너무 재밌게 봤어요 중딩 아들은 친구랑 같이 보라고 표 따로 끊어주려구요,,,,,,,,,,,
4800,꼭 그렇게 사람 죽이고 혜왕성까지 가야 주변 사람들의 소중함을  알 수있냐...개연성0 차라리 마지막에 UFO나오고 끝나는게 날뻔,,,,,,,,,,,
4801,평점1조차도 주기 이까울정도로 재미하나도없음 보다가 도중에 나간사람도있음,,,,,,,,,,,
4802,보지마세요보지마세요,,,,,,,,,,,
4803,보지마세요보지마세요,,,,,,,,,,,
4804,개꿀잼 허니잼 예쓰잼. 한국 영화는 절대 못 따라갈 퀄리티. 형 믿고 봐라. 형은 국내 영화 저급해서 안 본다.,,,,,,,,,,,
4805,연기는 솔직히 별로였던거 같지만 그래서 더 현실같았다. 애드 아스트라는 그저 우주의 내용만 담은게 아니라 한 남자의 일생도 담은 다큐같은 영화이다. 우리나라에도 이런 영화가 나오길 기대해본다.,,,,,,,,,,,
4806,인터스텔라를 재밌게 봤다면 이것도 재밌다,,,,,,,,,,,
4807,원숭이가 하드캐리했다 아니였음 평점마저도 안적었다,,,,,,,,,,,
4808,ㄹㅇ 장난안치고 유튜브에 코스모스가 더재밌음,,,,,,,,,,,
4809,잔잔한영화. 잼있게잘봤어요,,,,,,,,,,,
4810,광활한 우주속에서 행복찾기.,,,,,,,,,,,
4811,월드타워 롯시에서 수퍼G플렉스서 방금 보고 나왔습니다. 실망스럽네요. 똑같이 정적이 흐르는 시간이 많지만 그래비티는 몰입이 되었고 애드 아스트라는 지루했습니다. 피트님 연기는 좋았어요. 우정출연 리브 타일러 연기도요...,,,,,,,,,,,
4812,확실히 호불호가 갈릴만한 영화이긴 했지만 전 너무 몰입해서 봐서 2시간이 짧게 느껴짐 심야로 조용하게 다시 볼예정 우주영화답게 영상미가 아주 뛰어났고 브래드 피트의 연기가 참 인상깊었어요 이제서야 피트가 정말 잘생겼...,,,,,,,,,,,
4813,최근에 나온 한국영화들과 30년이상의 갭이느껴지네요..,,,,,,,,,,,
4814,정말 최악의 우주영화였다.,,,,,,,,,,,
4815,자아성찰하는 영화구나...나도 내 가족들부터 소중한 것부터 챙겨야 겠다.. 우주로 나가느니... 그딴게 뭐가 중헌디..ㅋ,,,,,,,,,,,
4816,저는 매순간 긴장하며 봤던거 같습니다. 좋네요,,,,,,,,,,,
4817,꿀잼이에요~~근데 피트형 스토리 좀 보고 작품 선택하자...,,,,,,,,,,,
4818,진짜 기대하지않고 보아도 욕나올것같은 지루함 보는 내내 보링보링,,,,,,,,,,,
4819,애드 아스트라 너무 재미있잖아,,,,,,,,,,,
4820,주말에 보러 갈 건데 재밌으면 추천 재미없으면 비추천 눌러주세요,,,,,,,,,,,
4821,감히 인터스텔라를 갖다붙이다니 댓글조작단 dog bird들아..,,,,,,,,,,,
4822,지루함. 하품만 수십번 하다 나옴 영상미 빼면 아무것도 남는게 없는 영화,,,,,,,,,,,
4823,이거 돈주고 두시간 볼바에는 눈감고 명상하는게 나음,,,,,,,,,,,
4824,재밌는데? 평점이 너무낮네,,,,,,,,,,,
4825,진심 개봉날 심야로 본 사람입니다.웃는거 싫어하시는분 놀라는거 싫어하시는분 보세요.화려한 배경 싫다 무채색이 좋다 하시는분 보세요.브래드피트요?인터스텔라 그래비티 생각하시는분 보지마세요.별 하나도 아깝네요,,,,,,,,,,,
4826,37살 남자입니다. 태어나서 처음으로 영화보다가 중간에 뛰쳐나왔습니다. 감독님~인생 첫 경험 시켜줘서 감사합니다ㅎㅎ,,,,,,,,,,,
4827,최악입니다...하아 아이맥스로 이걸..,,,,,,,,,,,
4828,시작 10분만에 잤음 중간에 깨서 옆보니 옆사람들도 잔다ㅋㅋ 아 우주관련 영화 좋아해서 봤는데 잠만 푹잤다..,,,,,,,,,,,
4829,개그지 같음...ㄹㅇ 왜보냐,,,,,,,,,,,
4830,감독 이름 외웠다.... 앞으로 믿고 거른다,,,,,,,,,,,
4831,흠잡을데없이 좋은영화,,,,,,,,,,,
4832,인생영화입니다강추.,,,,,,,,,,,
4833,재밌다재밌다재밌다재,,,,,,,,,,,
4834,애들은 이해 못하니 데리고 가지 마시고...정신 사나우니 팝콘같은것도 되도록 먹지 마세요. 몰입해서 볼만합니다. 무조건 영화관에서!,,,,,,,,,,,
4835,음...크흠....,,,,,,,,,,,
4836,브래드피트가 다했다!,,,,,,,,,,,
4837,인터스텔라르 좋아하는 관객이라면 적극 추천하는 영화. 영화 끝나고 측정한 내 심장 수치는 85. 평균 90,,,,,,,,,,,
4838,호흡이 느린 영화지만 한 순간도 지루하지 않고 잘 봤어요. 오랜만에 좋은 영화 봐서 기뻤어요.,,,,,,,,,,,
4839,불면증치료에 진짜 좋네요,,,,,,,,,,,
4840,마션보단 못함 배경만 우주임,,,,,,,,,,,
4841,2시간이 2분같았음 광활환 우주속 인간이란,,,,,,,,,,,
4842,반전이나 충격적인 결말 뭐 이런 게 있었으면 했는데ㅎㅎ 아무튼 잘 만든 영화네요 ^^,,,,,,,,,,,
4843,기대 이상인 영화였어요. 연기력도 너무 좋고! 긴장감도 적당히 있어서 영화를 끝까지 보는데 재미있었어요!,,,,,,,,,,,
4844,그래비티+인터스텔라??눈없는거 아니냐? 어제 보고왔는데 당했다엄청 지루하고 재미없다 시간아깝고 돈아깝다 DVD로 나와도 OCN에서 틀어줘도 이거 볼 시간에 그래비티 한번 더 보겠다,,,,,,,,,,,
4845,강추드림철학적이고 교훈적임,,,,,,,,,,,
4846,처음에는 다른 우주영화같은 화려한 영상과 스팩타클을 찾다보니 지루하다고 생각했는데 끝날대는 몰입하고 있더군요 ㄷ ㄷ ㄷ ㄷ대박입니다 꼭보세요 극장에서 보세요,,,,,,,,,,,
4847,전달하고자 하는 메시지에 비해 우주에 쓸데없는 힘을 쓴듯. 후반으로 갈수록 개연성도 부족.,,,,,,,,,,,
4848,잘 안쓰는데 보면서 써야겠다는 생각이 들게 만든 영화임.,,,,,,,,,,,
4849,문과충들과 대깨문들은 이 영화를 지루하게 볼 수있다. Sf영화 치고는 심도있는 과학을 다루지는 않는다. 과학 그리고 우주적 경의보다는 사람의 심리와 철학을 다룬 영화다. 이전에 영화관에서 유열앨범을 보면서 한숨만 푹...,,,,,,,,,,,
4850,편안한 마음으로 들어갔다가 뭉클한 가슴 안고 멍하니 나왔다,,,,,,,,,,,
4851,계속되는 몽롱한 음향에 광활한 우주만 보다 원숭이 때 잠깐 놀라고 끝났네요 뭐 나름 먼 곳에서 없는 걸 찾지말고 가까운 곳에 있는거에 감사해라~~ 뭐 이런 철학적 의미도 있긴 하지만 굳이 이 돈과 시간을 들여 지루하...,,,,,,,,,,,
4852,노잼입니다 절대 보지마세요,,,,,,,,,,,
4853,원숭이 나올때 잠깸끝,,,,,,,,,,,
4854,내 인생 최고의영화꼭 봐라 두번봐라,,,,,,,,,,,
4855,인생은 둘로 나뉜다. 애드 아스트라 관람 전,,,,,,,,,,,
4856,잘 살자'라는 메시지를 담은 드라마를 찍기위해 49억km를 비행하는 무리수,,,,,,,,,,,
4857,솔직히 말하자 애들아ㅋㅋㅋㅋ이게 진짜 재밌다고?,,,,,,,,,,,
4858,눈떠보니 영화 끝나서 리뷰를 못하겠네내 인생 첫 수면영화,,,,,,,,,,,
4859,이 영화는 1점일수도 있고 10점일수도 있어요.두 부류의 평점 모두 공감가구요.영화는 정말 지루합니다. 다만 영화의 메세지는 여운이 남기엔 좋습니다.하지만 진행이 너무 지루해요. 좋은 영화일수도 있지만 상업적 영화로...,,,,,,,,,,,
4860,1점이란 점수는 0점을 줄수 없는 별점시스템이 때문에 입력된 점수이다. 기본적으로 그래비티나 인터스텔라에서 보여주는 우주영화의 기본적인 물리법칙 조차 모르는 멍청한 영화. 지루한 연출+지루한 나레이션+진부한클리셰+말...,,,,,,,,,,,
4861,퍼스트맨만큼이나 졸립고 지루했다. 우주선이 직선으로 날아간다. 스윙바이는 개나줘버려. 대기 저항은 개무시하는지 지상발사 로켓에 뭐가 덕지덕지 붙어있다. 인터스텔라처럼 아예 발사시퀀스  묘사를 하지말던지. 자문 좀 받...,,,,,,,,,,,
4862,우주에대한 상상력이나 정보를 전혀 담지 못하고있다. 상업성과 오락성을 배제 한것치곤 얻는게 크지 않은 결과. 그저 잔잔한 브래드피트의 독백만이 영화관에 울려퍼질 뿐....,,,,,,,,,,,
